CA, Vcyl, PCyl, Mcyl, Mb, Mu, Min, Mout, Vb, Vu, Tb, Tu, Qb, Qu, Gamma, FuelM, IV A, EV A, IV V, EV V, IV P, EV P, WWork, PWork, CO, NO, CO2, HC, htLoss
-359,      48.68,      84605,      18.38,      18.38,       0.00,      -0.00,      -0.00,       0.00,       0.00,      820.6,      816.2,     -0.029,     -0.029,      1.283,        0.0,       95.0,       72.2,      0.000,      0.000,      84634,      84597,    569.985,     -4.022,       0.00,       0.00,     120.83,       0.00,   -381.670
-358,      48.79,      84218,      18.42,      18.42,       0.00,       0.03,      -0.02,       0.00,       0.00,      816.2,      812.3,     -0.029,     -0.028,      1.284,        0.0,      109.9,       64.5,      1.665,     -1.277,      83968,      83975,    569.985,     -4.035,       0.00,       0.00,     120.83,       0.00,   -381.727
-357,      48.98,      83779,      18.49,      18.49,       0.00,       0.04,      -0.02,       0.00,       0.00,      812.3,      808.2,     -0.028,     -0.028,      1.284,        0.0,      124.9,       56.8,      2.448,     -1.674,      83448,      83498,    569.985,     -4.054,       0.00,       0.00,     120.83,       0.00,   -381.783
-356,      49.25,      83299,      18.58,      18.58,       0.00,       0.06,      -0.03,       0.00,       0.00,      808.2,      804.1,     -0.028,     -0.028,      1.285,        0.0,      141.4,       52.7,      3.348,     -2.039,      82886,      83002,    569.985,     -4.080,       0.00,       0.00,     120.83,       0.00,   -381.839
-355,      49.59,      82797,      18.70,      18.70,       0.00,       0.08,      -0.03,       0.00,       0.00,      804.1,      799.9,     -0.028,     -0.027,      1.285,        0.0,      160.2,       48.5,      4.454,     -2.320,      82302,      82500,    569.985,     -4.112,       0.00,       0.00,     120.83,       0.00,   -381.894
-354,      50.01,      82273,      18.84,      18.84,       0.00,       0.10,      -0.04,       0.00,       0.00,      799.9,      795.6,     -0.027,     -0.027,      1.286,        0.0,      179.1,       44.6,      5.623,     -2.507,      81705,      81997,    569.985,     -4.149,       0.00,       0.00,     120.83,       0.00,   -381.948
-353,      50.51,      81734,      19.00,      19.00,       0.00,       0.13,      -0.04,       0.00,       0.00,      795.6,      791.2,     -0.027,     -0.027,      1.286,        0.0,      199.4,       41.8,      6.863,     -2.666,      81090,      81485,    569.985,     -4.193,       0.00,       0.00,     120.83,       0.00,   -382.002
-352,      51.08,      81183,      19.20,      19.20,       0.06,       0.16,      -0.04,       0.00,       0.00,      791.2,      786.6,     -0.027,     -0.027,      1.286,        0.0,      220.6,       39.0,      8.164,     -2.769,      80467,      80977,    569.985,     -4.242,       0.00,       0.00,     120.83,       0.00,   -382.056
-351,      51.73,      80624,      19.42,      19.24,       0.24,       0.19,      -0.04,       0.00,       0.00,      786.6,      782.0,     -0.027,     -0.026,      1.287,        0.0,      241.9,       36.4,      9.500,     -2.842,      79838,      80477,    569.985,     -4.297,       0.00,       0.00,     120.83,       0.00,   -382.109
-350,      52.45,      80063,      19.68,      19.28,       0.46,       0.22,      -0.04,       0.00,       0.00,      782.0,      777.1,     -0.026,     -0.026,      1.288,        0.0,      265.7,       34.4,     10.891,     -2.912,      79200,      79990,    569.985,     -4.358,       0.00,       0.00,     120.83,       0.00,   -382.161
-349,      53.25,      79502,      19.97,      19.32,       0.71,       0.25,      -0.04,       0.00,       0.00,      777.1,      772.0,     -0.026,     -0.026,      1.288,        0.0,      290.1,       32.3,     12.295,     -2.960,      78564,      79533,    569.985,     -4.424,       0.00,       0.00,     120.83,       0.00,   -382.213
-348,      54.12,      78940,      20.29,      19.36,       0.99,       0.28,      -0.04,       0.00,       0.00,      772.0,      766.6,     -0.026,     -0.026,      1.289,        0.0,      314.5,       30.2,     13.701,     -2.991,      77933,      79120,    569.985,     -4.496,       0.00,       0.00,     120.83,       0.00,   -382.264
-347,      55.06,      78380,      20.66,      19.40,       1.31,       0.32,      -0.04,       0.00,       0.00,      766.6,      761.0,     -0.026,     -0.025,      1.289,        0.0,      339.6,       28.1,     15.118,     -3.011,      77308,      78765,    569.985,     -4.573,       0.00,       0.00,     120.83,       0.00,   -382.315
-346,      56.08,      77823,      21.05,      19.44,       1.67,       0.36,      -0.04,       0.00,       0.00,      761.0,      754.9,     -0.025,     -0.025,      1.290,        0.0,      364.8,       26.0,     16.533,     -3.018,      76693,      78485,    569.985,     -4.655,       0.00,       0.00,     120.83,       0.00,   -382.365
-345,      57.17,      77269,      21.49,      19.49,       2.07,       0.40,      -0.04,       0.00,       0.00,      754.9,      748.5,     -0.025,     -0.025,      1.291,        0.0,      389.9,       23.9,     17.947,     -3.011,      76087,      78299,    569.985,     -4.742,       0.00,       0.00,     120.83,       0.00,   -382.415
-344,      58.33,      76719,      21.97,      19.53,       2.51,       0.44,      -0.04,       0.00,       0.00,      748.5,      741.7,     -0.025,     -0.024,      1.292,        0.0,      415.1,       21.8,     19.361,     -2.985,      75493,      78226,    569.985,     -4.834,       0.00,       0.00,     120.83,       0.00,   -382.464
-343,      59.57,      76173,      22.50,      19.57,       2.99,       0.48,      -0.04,       0.00,       0.00,      741.7,      734.5,     -0.024,     -0.024,      1.292,        0.0,      440.2,       19.7,     20.774,     -2.933,      74909,      78289,    569.985,     -4.931,       0.00,       0.00,     120.83,       0.00,   -382.512
-342,      60.88,      75639,      23.07,      19.61,       3.52,       0.53,      -0.04,       0.00,       0.00,      734.5,      726.9,     -0.024,     -0.024,      1.293,        0.0,      465.4,       18.3,     22.188,     -2.950,      74337,      78490,    569.985,     -5.033,       0.00,       0.00,     120.83,       0.00,   -382.560
-341,      62.25,      75117,      23.69,      19.65,       4.10,       0.58,      -0.04,       0.00,       0.00,      726.9,      718.9,     -0.024,     -0.023,      1.294,        0.0,      490.6,       16.9,     23.588,     -2.950,      73781,      78866,    569.985,     -5.139,       0.00,       0.00,     120.83,       0.00,   -382.607
-340,      63.70,      74604,      24.36,      19.69,       4.73,       0.63,      -0.04,       0.00,       0.00,      718.9,      710.5,     -0.023,     -0.023,      1.295,        0.0,      515.7,       15.5,     24.978,     -2.922,      73241,      79442,    569.985,     -5.249,       0.00,       0.00,     120.83,       0.00,   -382.653
-339,      65.22,      74101,      25.08,      19.73,       5.41,       0.68,      -0.04,       0.00,       0.00,      710.5,      701.8,     -0.023,     -0.022,      1.296,        0.0,      539.8,       14.1,     26.353,     -2.861,      72720,      80238,    569.985,     -5.364,       0.00,       0.00,     120.83,       0.00,   -382.698
-338,      66.80,      73607,      25.85,      19.77,       6.15,       0.73,      -0.04,       0.00,       0.00,      701.8,      692.7,     -0.022,     -0.022,      1.297,        0.0,      563.4,       12.7,     27.727,     -2.761,      72215,      81276,    569.985,     -5.483,       0.00,       0.00,     120.83,       0.00,   -382.742
-337,      68.46,      73123,      26.68,      19.80,       6.93,       0.79,      -0.04,       0.00,       0.00,      692.7,      683.4,     -0.022,     -0.021,      1.299,        0.0,      587.0,       11.3,     29.113,     -2.630,      71724,      82567,    569.985,     -5.607,       0.00,       0.00,     120.83,       0.00,   -382.785
-336,      70.18,      72651,      27.56,      19.84,       7.78,       0.84,      -0.04,       0.00,       0.00,      683.4,      673.8,     -0.021,     -0.021,      1.300,        0.0,      611.5,       10.1,     30.536,     -2.477,      71245,      84128,    569.985,     -5.734,       0.00,       0.00,     120.83,       0.00,   -382.827
-335,      71.96,      72192,      28.49,      19.87,       8.68,       0.90,      -0.03,       0.00,       0.00,      673.8,      664.0,     -0.021,     -0.020,      1.301,        0.0,      636.7,        8.8,     31.969,     -2.282,      70780,      85958,    569.985,     -5.865,       0.00,       0.00,     120.83,       0.00,   -382.867
-334,      73.81,      71745,      29.49,      19.90,       9.65,       0.96,      -0.03,       0.00,       0.00,      664.0,      654.0,     -0.020,     -0.019,      1.302,        0.0,      661.8,        7.5,     33.430,     -2.037,      70326,      88055,    569.985,     -6.001,       0.00,       0.00,     120.83,       0.00,   -382.907
-333,      75.73,      71308,      30.54,      19.93,      10.67,       1.03,      -0.03,       0.00,       0.00,      654.0,      643.9,     -0.020,     -0.019,      1.304,        0.0,      687.6,        6.1,     34.921,     -1.727,      69886,      90412,    569.985,     -6.140,       0.00,       0.00,     120.83,       0.00,   -382.945
-332,      77.71,      70882,      31.66,      19.95,      11.77,       1.09,      -0.02,       0.00,       0.00,      643.9,      633.7,     -0.019,     -0.018,      1.305,        0.0,      713.6,        4.7,     36.446,     -1.380,      69458,      93001,    569.985,     -6.282,       0.00,       0.00,     120.83,       0.00,   -382.983
-331,      79.75,      70473,      32.84,      19.97,      12.93,       1.16,      -0.02,       0.00,       0.00,      633.7,      623.4,     -0.018,     -0.017,      1.307,        0.0,      739.5,        3.6,     38.007,     -1.090,      69042,      95773,    569.985,     -6.428,       0.00,       0.00,     120.83,       0.00,   -383.018
-330,      81.86,      70087,      34.08,      19.98,      14.16,       1.23,      -0.01,       0.00,       0.00,      623.4,      613.1,     -0.018,     -0.017,      1.308,        0.0,      765.5,        2.9,     39.592,     -0.899,      68644,      98678,    569.985,     -6.578,       0.00,       0.00,     120.83,       0.00,   -383.053
-329,      84.02,      69725,      35.39,      19.99,      15.46,       1.30,      -0.01,       0.00,       0.00,      613.1,      602.8,     -0.017,     -0.016,      1.309,        0.0,      791.4,        2.2,     41.178,     -0.696,      68269,     101696,    569.985,     -6.731,       0.00,       0.00,     120.83,       0.00,   -383.086
-328,      86.25,      69384,      36.78,      20.00,      16.83,       1.37,      -0.01,       0.00,       0.00,      602.8,      592.7,     -0.016,     -0.015,      1.311,        0.0,      817.4,        1.5,     42.774,     -0.483,      67915,     104771,    569.985,     -6.887,       0.00,       0.00,     120.83,       0.00,   -383.117
-327,      88.53,      69065,      38.23,      20.01,      18.28,       1.45,      -0.00,       0.00,       0.00,      592.7,      582.6,     -0.015,     -0.015,      1.312,        0.0,      843.3,        0.8,     44.384,     -0.265,      67582,     107855,    569.985,     -7.047,       0.00,       0.00,     120.83,       0.00,   -383.147
-326,      90.87,      68768,      39.75,      20.01,      19.80,       1.52,      -0.00,       0.00,       0.00,      582.6,      572.6,     -0.015,     -0.014,      1.314,        0.0,      869.3,        0.1,     46.012,     -0.043,      67269,     110906,    569.985,     -7.210,       0.00,       0.00,     120.83,       0.00,   -383.176
-325,      93.27,      68505,      41.34,      20.01,      21.39,       1.59,      -0.00,       0.00,       0.00,      572.6,      562.9,     -0.014,     -0.013,      1.315,        0.0,      894.9,        0.0,     47.654,      0.000,      66977,     113840,    569.985,     -7.376,       0.00,       0.00,     120.83,       0.00,   -383.203
-324,      95.73,      68276,      43.01,      20.01,      23.06,       1.67,      -0.00,       0.00,       0.00,      562.9,      553.4,     -0.013,     -0.012,      1.317,        0.0,      920.0,        0.0,     49.272,      0.000,      66716,     116682,    569.985,     -7.546,       0.00,       0.00,     120.83,       0.00,   -383.229
-323,      98.23,      65942,      44.73,       0.00,      44.73,       1.72,      -0.00,       0.00,      98.23,      548.5,      548.5,     -0.000,     -0.012,      1.319,        0.0,      945.2,        0.0,     49.896,      0.000,      66737,     119409,    569.985,     -7.713,       0.00,       0.00,     120.83,       0.00,   -383.241
-322,     100.79,      65569,      46.53,       0.00,      46.53,       1.81,      -0.00,       0.00,     100.79,      538.5,      538.5,     -0.000,     -0.011,      1.320,        0.0,      970.8,        0.0,     52.069,      0.000,      66381,     122003,    569.985,     -7.882,       0.00,       0.00,     120.83,       0.00,   -383.252
-321,     103.41,      65269,      48.43,       0.00,      48.43,       1.90,      -0.00,       0.00,     103.41,      528.9,      528.9,     -0.000,     -0.010,      1.322,        0.0,      996.8,        0.0,     54.094,      0.000,      66091,     124449,    569.985,     -8.055,       0.00,       0.00,     120.83,       0.00,   -383.262
-320,     106.07,      65034,      50.41,       0.00,      50.41,       1.98,      -0.00,       0.00,     106.07,      519.7,      519.7,     -0.000,     -0.009,      1.323,        0.0,     1022.7,        0.0,     55.962,      0.000,      65859,     126738,    569.985,     -8.230,       0.00,       0.00,     120.83,       0.00,   -383.271
-319,     108.78,      64857,      52.47,       0.00,      52.47,       2.06,      -0.00,       0.00,     108.78,      510.9,      510.9,     -0.000,     -0.009,      1.324,        0.0,     1048.7,        0.0,     57.711,      0.000,      65679,     128863,    569.985,     -8.407,       0.00,       0.00,     120.83,       0.00,   -383.280
-318,     111.55,      64729,      54.61,       0.00,      54.61,       2.14,      -0.00,       0.00,     111.55,      502.6,      502.6,     -0.000,     -0.008,      1.326,        0.0,     1074.6,        0.0,     59.359,      0.000,      65545,     130821,    569.985,     -8.587,       0.00,       0.00,     120.83,       0.00,   -383.287
-317,     114.35,      64647,      56.83,       0.00,      56.83,       2.22,      -0.00,       0.00,     114.35,      494.7,      494.7,     -0.000,     -0.007,      1.327,        0.0,     1100.6,        0.0,     60.925,      0.000,      65452,     132616,    569.985,     -8.770,       0.00,       0.00,     120.83,       0.00,   -383.294
-316,     117.21,      64605,      59.12,       0.00,      59.12,       2.29,      -0.00,       0.00,     117.21,      487.3,      487.3,     -0.000,     -0.006,      1.328,        0.0,     1126.5,        0.0,     62.420,      0.000,      65397,     134252,    569.985,     -8.956,       0.00,       0.00,     120.83,       0.00,   -383.301
-315,     120.11,      64600,      61.48,       0.00,      61.48,       2.36,      -0.00,       0.00,     120.11,      480.2,      480.2,     -0.000,     -0.006,      1.329,        0.0,     1152.5,        0.0,     63.819,      0.000,      65374,     135737,    569.985,     -9.145,       0.00,       0.00,     120.83,       0.00,   -383.306
-314,     123.05,      64626,      63.91,       0.00,      63.91,       2.43,      -0.00,       0.00,     123.05,      473.5,      473.5,     -0.000,     -0.005,      1.330,        0.0,     1178.4,        0.0,     65.178,      0.000,      65382,     137082,    569.985,     -9.337,       0.00,       0.00,     120.83,       0.00,   -383.311
-313,     126.03,      64682,      66.42,       0.00,      66.42,       2.51,      -0.00,       0.00,     126.03,      467.2,      467.2,     -0.000,     -0.004,      1.331,        0.0,     1204.3,        0.0,     66.420,      0.000,      65435,     138296,    569.985,     -9.531,       0.00,       0.00,     120.83,       0.00,   -383.315
-312,     129.06,      64771,      69.04,       0.00,      69.04,       2.62,      -0.00,       0.00,     129.06,      461.2,      461.2,     -0.000,     -0.004,      1.332,        0.0,     1230.3,        0.0,     67.271,      0.000,      65605,     139392,    569.985,     -9.728,       0.00,       0.00,     120.83,       0.00,   -383.319
-311,     132.12,      64918,      71.76,       0.00,      71.76,       2.72,      -0.00,       0.00,     132.12,      455.5,      455.5,     -0.000,     -0.003,      1.333,        0.0,     1255.1,        0.0,     67.975,      0.000,      65826,     140383,    569.985,     -9.928,       0.00,       0.00,     120.83,       0.00,   -383.322
-310,     135.23,      65117,      74.58,       0.00,      74.58,       2.82,      -0.00,       0.00,     135.23,      450.1,      450.1,     -0.000,     -0.002,      1.334,        0.0,     1278.7,        0.0,     68.655,      0.000,      66065,     141281,    569.985,    -10.131,       0.00,       0.00,     120.83,       0.00,   -383.324
-309,     138.36,      65362,      77.51,       0.00,      77.51,       2.92,      -0.00,       0.00,     138.36,      445.0,      445.0,     -0.000,     -0.002,      1.334,        0.0,     1302.3,        0.0,     69.194,      0.000,      66347,     142097,    569.985,    -10.338,       0.00,       0.00,     120.83,       0.00,   -383.326
-308,     141.54,      65648,      80.53,       0.00,      80.53,       3.02,      -0.00,       0.00,     141.54,      440.1,      440.1,     -0.000,     -0.001,      1.335,        0.0,     1326.5,        0.0,     69.620,      0.000,      66670,     142843,    569.985,    -10.547,       0.00,       0.00,     120.83,       0.00,   -383.327
-307,     144.75,      65974,      83.65,       0.00,      83.65,       3.12,      -0.00,       0.00,     144.75,      435.6,      435.6,     -0.000,     -0.000,      1.336,        0.0,     1351.7,        0.0,     69.934,      0.000,      67030,     143530,    569.985,    -10.760,       0.00,       0.00,     120.83,       0.00,   -383.327
-306,     147.99,      66335,      86.87,       0.00,      86.87,       3.22,      -0.00,       0.00,     147.99,      431.2,      431.2,     -0.000,      0.000,      1.336,        0.0,     1376.8,        0.0,     70.145,      0.000,      67424,     144168,    569.985,    -10.976,       0.00,       0.00,     120.83,       0.00,   -383.327
-305,     151.26,      66729,      90.18,       0.00,      90.18,       3.31,      -0.00,       0.00,     151.26,      427.1,      427.1,     -0.000,      0.001,      1.337,        0.0,     1402.5,        0.0,     70.262,      0.000,      67848,     144767,    569.985,    -11.195,       0.00,       0.00,     120.83,       0.00,   -383.326
-304,     154.56,      67152,      93.58,       0.00,      93.58,       3.40,      -0.00,       0.00,     154.56,      423.3,      423.3,     -0.000,      0.001,      1.338,        0.0,     1428.4,        0.0,     70.295,      0.000,      68299,     145334,    569.985,    -11.418,       0.00,       0.00,     120.83,       0.00,   -383.325
-303,     157.88,      67602,      97.08,       0.00,      97.08,       3.49,      -0.00,       0.00,     157.88,      419.6,      419.6,     -0.000,      0.002,      1.338,        0.0,     1454.4,        0.0,     70.243,      0.000,      68775,     145877,    569.985,    -11.644,       0.00,       0.00,     120.83,       0.00,   -383.323
-302,     161.24,      68076,     100.66,       0.00,     100.66,       3.58,      -0.00,       0.00,     161.24,      416.2,      416.2,     -0.000,      0.002,      1.339,        0.0,     1479.6,        0.0,     70.120,      0.000,      69272,     146402,    569.985,    -11.873,       0.00,       0.00,     120.83,       0.00,   -383.320
-301,     164.62,      68570,     104.32,       0.00,     104.32,       3.66,      -0.00,       0.00,     164.62,      412.9,      412.9,     -0.000,      0.003,      1.339,        0.0,     1504.8,        0.0,     69.935,      0.000,      69787,     146916,    569.985,    -12.106,       0.00,       0.00,     120.83,       0.00,   -383.317
-300,     168.03,      69081,     108.06,       0.00,     108.06,       3.74,      -0.00,       0.00,     168.03,      409.8,      409.8,     -0.000,      0.004,      1.340,        0.0,     1529.9,        0.0,     69.695,      0.000,      70317,     147424,    569.985,    -12.342,       0.00,       0.00,     120.83,       0.00,   -383.314
-299,     171.45,      69607,     111.88,       0.00,     111.88,       3.82,      -0.00,       0.00,     171.45,      406.9,      406.9,     -0.000,      0.004,      1.340,        0.0,     1554.3,        0.0,     69.406,      0.000,      70860,     147929,    569.985,    -12.581,       0.00,       0.00,     120.83,       0.00,   -383.310
-298,     174.90,      70146,     115.78,       0.00,     115.78,       3.89,      -0.00,       0.00,     174.90,      404.1,      404.1,     -0.000,      0.005,      1.341,        0.0,     1578.7,        0.0,     69.119,      0.000,      71400,     148434,    569.985,    -12.823,       0.00,       0.00,     120.83,       0.00,   -383.305
-297,     178.37,      70696,     119.75,       0.00,     119.75,       3.97,      -0.00,       0.00,     178.37,      401.5,      401.5,     -0.000,      0.005,      1.341,        0.0,     1602.7,        0.0,     68.794,      0.000,      71948,     148942,    569.985,    -13.069,       0.00,       0.00,     120.83,       0.00,   -383.300
-296,     181.85,      71257,     123.78,       0.00,     123.78,       4.03,      -0.00,       0.00,     181.85,      399.1,      399.1,     -0.000,      0.006,      1.341,        0.0,     1625.5,        0.0,     68.427,      0.000,      72504,     149454,    569.985,    -13.318,       0.00,       0.00,     120.83,       0.00,   -383.294
-295,     185.36,      71824,     127.88,       0.00,     127.88,       4.10,      -0.00,       0.00,     185.36,      396.7,      396.7,     -0.000,      0.006,      1.342,        0.0,     1648.3,        0.0,     68.027,      0.000,      73065,     149970,    569.985,    -13.570,       0.00,       0.00,     120.83,       0.00,   -383.288
-294,     188.88,      72396,     132.04,       0.00,     132.04,       4.16,      -0.00,       0.00,     188.88,      394.5,      394.5,     -0.000,      0.007,      1.342,        0.0,     1670.7,        0.0,     67.594,      0.000,      73630,     150490,    569.985,    -13.826,       0.00,       0.00,     120.83,       0.00,   -383.281
-293,     192.41,      72973,     136.26,       0.00,     136.26,       4.22,      -0.00,       0.00,     192.41,      392.4,      392.4,     -0.000,      0.007,      1.342,        0.0,     1692.7,        0.0,     67.132,      0.000,      74198,     151012,    569.985,    -14.084,       0.00,       0.00,     120.83,       0.00,   -383.274
-292,     195.95,      73552,     140.54,       0.00,     140.54,       4.28,      -0.00,       0.00,     195.95,      390.5,      390.5,     -0.000,      0.008,      1.343,        0.0,     1714.7,        0.0,     66.644,      0.000,      74767,     151533,    569.985,    -14.345,       0.00,       0.00,     120.83,       0.00,   -383.266
-291,     199.51,      74133,     144.86,       0.00,     144.86,       4.33,      -0.00,       0.00,     199.51,      388.6,      388.6,     -0.000,      0.008,      1.343,        0.0,     1735.7,        0.0,     66.132,      0.000,      75337,     152051,    569.985,    -14.609,       0.00,       0.00,     120.83,       0.00,   -383.257
-290,     203.07,      74714,     149.23,       0.00,     149.23,       4.37,      -0.00,       0.00,     203.07,      386.8,      386.8,     -0.000,      0.009,      1.343,        0.0,     1756.1,        0.0,     65.602,      0.000,      75905,     152560,    569.985,    -14.876,       0.00,       0.00,     120.83,       0.00,   -383.249
-289,     206.65,      75292,     153.65,       0.00,     153.65,       4.42,      -0.00,       0.00,     206.65,      385.1,      385.1,     -0.000,      0.009,      1.343,        0.0,     1776.6,        0.0,     65.055,      0.000,      76470,     153055,    569.985,    -15.145,       0.00,       0.00,     120.83,       0.00,   -383.239
-288,     210.23,      75869,     158.11,       0.00,     158.11,       4.46,      -0.00,       0.00,     210.23,      383.5,      383.5,     -0.000,      0.010,      1.344,        0.0,     1795.6,        0.0,     64.493,      0.000,      77033,     153530,    569.985,    -15.417,       0.00,       0.00,     120.83,       0.00,   -383.229
-287,     213.82,      76442,     162.61,       0.00,     162.61,       4.49,      -0.00,       0.00,     213.82,      381.9,      381.9,     -0.000,      0.010,      1.344,        0.0,     1814.5,        0.0,     63.918,      0.000,      77591,     153979,    569.985,    -15.692,       0.00,       0.00,     120.83,       0.00,   -383.219
-286,     217.41,      77010,     167.13,       0.00,     167.13,       4.53,      -0.00,       0.00,     217.41,      380.5,      380.5,     -0.000,      0.011,      1.344,        0.0,     1833.3,        0.0,     63.331,      0.000,      78144,     154395,    569.985,    -15.968,       0.00,       0.00,     120.83,       0.00,   -383.208
-285,     221.00,      77573,     171.69,       0.00,     171.69,       4.56,      -0.00,       0.00,     221.00,      379.1,      379.1,     -0.000,      0.011,      1.344,        0.0,     1851.4,        0.0,     62.730,      0.000,      78691,     154769,    569.985,    -16.247,       0.00,       0.00,     120.83,       0.00,   -383.197
-284,     224.60,      78130,     176.28,       0.00,     176.28,       4.59,      -0.00,       0.00,     224.60,      377.7,      377.7,     -0.000,      0.012,      1.344,        0.0,     1869.4,        0.0,     62.114,      0.000,      79232,     155093,    569.985,    -16.528,       0.00,       0.00,     120.83,       0.00,   -383.185
-283,     228.19,      78681,     180.89,       0.00,     180.89,       4.61,      -0.00,       0.00,     228.19,      376.5,      376.5,     -0.000,      0.012,      1.345,        0.0,     1886.6,        0.0,     61.481,      0.000,      79766,     155358,    569.985,    -16.811,       0.00,       0.00,     120.83,       0.00,   -383.173
-282,     231.79,      79225,     185.52,       0.00,     185.52,       4.63,      -0.00,       0.00,     231.79,      375.3,      375.3,     -0.000,      0.013,      1.345,        0.0,     1901.6,        0.0,     60.832,      0.000,      80290,     155556,    569.985,    -17.096,       0.00,       0.00,     120.83,       0.00,   -383.160
-281,     235.38,      79758,     190.16,       0.00,     190.16,       4.64,      -0.00,       0.00,     235.38,      374.1,      374.1,     -0.000,      0.013,      1.345,        0.0,     1916.6,        0.0,     60.174,      0.000,      80804,     155677,    569.985,    -17.382,       0.00,       0.00,     120.83,       0.00,   -383.147
-280,     238.97,      80281,     194.80,       0.00,     194.80,       4.65,      -0.00,       0.00,     238.97,      373.0,      373.0,     -0.000,      0.014,      1.345,        0.0,     1931.8,        0.0,     59.504,      0.000,      81307,     155713,    569.985,    -17.670,       0.00,       0.00,     120.83,       0.00,   -383.133
-279,     242.56,      80794,     199.46,       0.00,     199.46,       4.66,      -0.00,       0.00,     242.56,      371.9,      371.9,     -0.000,      0.014,      1.345,        0.0,     1947.5,        0.0,     58.819,      0.000,      81800,     155654,    569.985,    -17.960,       0.00,       0.00,     120.83,       0.00,   -383.119
-278,     246.14,      81298,     204.13,       0.00,     204.13,       4.66,      -0.00,       0.00,     246.14,      370.9,      370.9,     -0.000,      0.015,      1.345,        0.0,     1963.2,        0.0,     58.121,      0.000,      82282,     155493,    569.985,    -18.250,       0.00,       0.00,     120.83,       0.00,   -383.104
-277,     249.71,      81791,     208.79,       0.00,     208.79,       4.67,      -0.00,       0.00,     249.71,      369.9,      369.9,     -0.000,      0.015,      1.346,        0.0,     1977.9,        0.0,     57.413,      0.000,      82755,     155221,    569.985,    -18.542,       0.00,       0.00,     120.83,       0.00,   -383.089
-276,     253.27,      82274,     213.45,       0.00,     213.45,       4.66,      -0.00,       0.00,     253.27,      369.0,      369.0,     -0.000,      0.016,      1.346,        0.0,     1991.3,        0.0,     56.702,      0.000,      83217,     154832,    569.985,    -18.835,       0.00,       0.00,     120.83,       0.00,   -383.073
-275,     256.83,      82745,     218.11,       0.00,     218.11,       4.66,      -0.00,       0.00,     256.83,      368.1,      368.1,     -0.000,      0.016,      1.346,        0.0,     2004.6,        0.0,     55.997,      0.000,      83667,     154320,    569.985,    -19.129,       0.00,       0.00,     120.83,       0.00,   -383.057
-274,     260.37,      83205,     222.76,       0.00,     222.76,       4.65,      -0.00,       0.00,     260.37,      367.3,      367.3,     -0.000,      0.017,      1.346,        0.0,     2017.5,        0.0,     55.308,      0.000,      84107,     153679,    569.985,    -19.423,       0.00,       0.00,     120.83,       0.00,   -383.040
-273,     263.90,      83654,     227.40,       0.00,     227.40,       4.64,      -0.00,       0.00,     263.90,      366.4,      366.4,     -0.000,      0.017,      1.346,        0.0,     2030.1,        0.0,     54.644,      0.000,      84537,     152907,    569.985,    -19.718,       0.00,       0.00,     120.83,       0.00,   -383.023
-272,     267.42,      84094,     232.04,       0.00,     232.04,       4.64,      -0.00,       0.00,     267.42,      365.6,      365.6,     -0.000,      0.018,      1.346,        0.0,     2042.7,        0.0,     54.016,      0.000,      84958,     152001,    569.985,    -20.013,       0.00,       0.00,     120.83,       0.00,   -383.006
-271,     270.92,      84524,     236.67,       0.00,     236.67,       4.63,      -0.00,       0.00,     270.92,      364.9,      364.9,     -0.000,      0.018,      1.346,        0.0,     2054.6,        0.0,     53.436,      0.000,      85373,     150962,    569.985,    -20.309,       0.00,       0.00,     120.83,       0.00,   -382.988
-270,     274.41,      84948,     241.31,       0.00,     241.31,       4.63,      -0.00,       0.00,     274.41,      364.2,      364.2,     -0.000,      0.018,      1.346,        0.0,     2066.3,        0.0,     52.914,      0.000,      85782,     149793,    569.985,    -20.604,       0.00,       0.00,     120.83,       0.00,   -382.969
-269,     277.88,      85368,     245.95,       0.00,     245.95,       4.64,      -0.00,       0.00,     277.88,      363.5,      363.5,     -0.000,      0.019,      1.347,        0.0,     2078.0,        0.0,     52.461,      0.000,      86190,     148498,    569.985,    -20.900,       0.00,       0.00,     120.83,       0.00,   -382.951
-268,     281.34,      85785,     250.59,       0.00,     250.59,       4.65,      -0.00,       0.00,     281.34,      362.8,      362.8,     -0.000,      0.019,      1.347,        0.0,     2087.4,        0.0,     52.086,      0.000,      86598,     147086,    569.985,    -21.196,       0.00,       0.00,     120.83,       0.00,   -382.931
-267,     284.77,      86201,     255.25,       0.00,     255.25,       4.66,      -0.00,       0.00,     284.77,      362.1,      362.1,     -0.000,      0.020,      1.347,        0.0,     2096.8,        0.0,     51.801,      0.000,      87008,     145565,    569.985,    -21.491,       0.00,       0.00,     120.83,       0.00,   -382.911
-266,     288.19,      86620,     259.93,       0.00,     259.93,       4.68,      -0.00,       0.00,     288.19,      361.5,      361.5,     -0.000,      0.020,      1.347,        0.0,     2106.0,        0.0,     51.606,      0.000,      87423,     143946,    569.985,    -21.786,       0.00,       0.00,     120.83,       0.00,   -382.891
-265,     291.59,      87044,     264.64,       0.00,     264.64,       4.71,      -0.00,       0.00,     291.59,      360.9,      360.9,     -0.000,      0.021,      1.347,        0.0,     2114.7,        0.0,     51.496,      0.000,      87846,     142239,    569.985,    -22.081,       0.00,       0.00,     120.83,       0.00,   -382.871
