CA, Vcyl, PCyl, Mcyl, Mb, Mu, Min, Mout, Vb, Vu, Tb, Tu, Qb, Qu, Gamma, FuelM, IV A, EV A, IV V, EV V, IV P, EV P, WWork, PWork, CO, NO, CO2, HC, htLoss
-359,      45.78,     130574,      20.88,      20.88,       0.00,      -0.03,      -0.10,       0.00,       0.00,     1047.5,     1042.5,     -0.051,     -0.050,      1.264,        0.0,       95.0,       72.2,     -2.410,     -9.470,     129715,     134001,    434.797,     -0.901,       0.00,       0.00,     120.83,       0.00,   -257.003
-358,      45.89,     130126,      20.97,      20.97,       0.00,      -0.02,      -0.11,       0.00,       0.00,     1042.5,     1037.2,     -0.050,     -0.050,      1.264,        0.0,      109.9,       64.5,     -1.786,     -9.877,     129284,     135028,    434.797,     -0.921,       0.00,       0.00,     120.83,       0.00,   -257.103
-357,      46.08,     129504,      21.07,      21.07,       0.00,      -0.01,      -0.11,       0.00,       0.00,     1037.2,     1031.6,     -0.050,     -0.049,      1.264,        0.0,      124.9,       56.8,     -0.699,     -9.890,     128617,     136094,    434.797,     -0.950,       0.00,       0.00,     120.83,       0.00,   -257.202
-356,      46.35,     128693,      21.18,      21.18,       0.00,      -0.00,      -0.11,       0.00,       0.00,     1031.6,     1025.6,     -0.049,     -0.049,      1.265,        0.0,      141.4,       52.7,      0.000,    -10.132,     127842,     137045,    434.797,     -0.990,       0.00,       0.00,     120.83,       0.00,   -257.300
-355,      46.69,     127851,      21.32,      21.32,       0.00,       0.03,      -0.11,       0.00,       0.00,     1025.6,     1019.7,     -0.049,     -0.048,      1.265,        0.0,      160.2,       48.5,      2.387,    -10.183,     126690,     138006,    434.797,     -1.039,       0.00,       0.00,     120.83,       0.00,   -257.396
-354,      47.11,     126887,      21.48,      21.48,       0.00,       0.05,      -0.11,       0.00,       0.00,     1019.7,     1013.6,     -0.048,     -0.048,      1.265,        0.0,      179.1,       44.6,      3.966,    -10.062,     125654,     138982,    434.797,     -1.097,       0.00,       0.00,     120.83,       0.00,   -257.492
-353,      47.61,     125806,      21.66,      21.66,       0.05,       0.06,      -0.11,       0.00,       0.00,     1013.6,     1007.3,     -0.048,     -0.047,      1.266,        0.0,      199.4,       41.8,      5.441,    -10.036,     124508,     139908,    434.797,     -1.164,       0.00,       0.00,     120.83,       0.00,   -257.587
-352,      48.18,     124623,      21.85,      21.77,       0.13,       0.08,      -0.11,       0.00,       0.00,     1007.3,     1000.8,     -0.047,     -0.047,      1.266,        0.0,      220.6,       39.0,      7.113,     -9.898,     123273,     140852,    434.797,     -1.240,       0.00,       0.00,     120.83,       0.00,   -257.680
-351,      48.83,     123350,      22.07,      21.88,       0.24,       0.11,      -0.11,       0.00,       0.00,     1000.8,      994.0,     -0.046,     -0.046,      1.267,        0.0,      241.9,       36.4,      8.864,     -9.721,     121961,     141801,    434.797,     -1.324,       0.00,       0.00,     120.83,       0.00,   -257.773
-350,      49.55,     122005,      22.31,      21.99,       0.37,       0.13,      -0.11,       0.00,       0.00,      994.0,      986.9,     -0.046,     -0.045,      1.267,        0.0,      265.7,       34.4,     10.673,     -9.569,     120573,     142746,    434.797,     -1.417,       0.00,       0.00,     120.83,       0.00,   -257.864
-349,      50.35,     120588,      22.57,      22.09,       0.53,       0.16,      -0.11,       0.00,       0.00,      986.9,      979.5,     -0.045,     -0.045,      1.268,        0.0,      290.1,       32.3,     12.498,     -9.340,     119126,     143723,    434.797,     -1.517,       0.00,       0.00,     120.83,       0.00,   -257.954
-348,      51.22,     119102,      22.87,      22.20,       0.72,       0.19,      -0.10,       0.00,       0.00,      979.5,      971.5,     -0.044,     -0.044,      1.268,        0.0,      314.5,       30.2,     14.326,     -9.041,     117626,     144736,    434.797,     -1.625,       0.00,       0.00,     120.83,       0.00,   -258.042
-347,      52.16,     117553,      23.19,      22.30,       0.94,       0.22,      -0.10,       0.00,       0.00,      971.5,      963.0,     -0.044,     -0.043,      1.269,        0.0,      339.6,       28.1,     16.177,     -8.679,     116074,     145787,    434.797,     -1.741,       0.00,       0.00,     120.83,       0.00,   -258.129
-346,      53.18,     115947,      23.54,      22.39,       1.20,       0.26,      -0.10,       0.00,       0.00,      963.0,      953.9,     -0.043,     -0.042,      1.270,        0.0,      364.8,       26.0,     18.062,     -8.258,     114479,     146878,    434.797,     -1.863,       0.00,       0.00,     120.83,       0.00,   -258.214
-345,      54.27,     114288,      23.93,      22.48,       1.50,       0.30,      -0.09,       0.00,       0.00,      953.9,      944.0,     -0.042,     -0.042,      1.270,        0.0,      389.9,       23.9,     19.942,     -7.785,     112842,     148008,    434.797,     -1.992,       0.00,       0.00,     120.83,       0.00,   -258.298
-344,      55.43,     112580,      24.35,      22.57,       1.83,       0.34,      -0.09,       0.00,       0.00,      944.0,      933.4,     -0.041,     -0.041,      1.271,        0.0,      415.1,       21.8,     21.820,     -7.262,     111168,     149175,    434.797,     -2.127,       0.00,       0.00,     120.83,       0.00,   -258.380
-343,      56.67,     110830,      24.81,      22.65,       2.21,       0.38,      -0.08,       0.00,       0.00,      933.4,      922.1,     -0.040,     -0.040,      1.272,        0.0,      440.2,       19.7,     23.736,     -6.695,     109456,     150373,    434.797,     -2.268,       0.00,       0.00,     120.83,       0.00,   -258.460
-342,      57.98,     109063,      25.30,      22.72,       2.63,       0.42,      -0.07,       0.00,       0.00,      922.1,      910.1,     -0.039,     -0.039,      1.273,        0.0,      465.4,       18.3,     25.658,     -6.309,     107717,     151527,    434.797,     -2.414,       0.00,       0.00,     120.83,       0.00,   -258.538
-341,      59.35,     107281,      25.84,      22.79,       3.10,       0.47,      -0.07,       0.00,       0.00,      910.1,      897.5,     -0.038,     -0.038,      1.274,        0.0,      490.6,       16.9,     27.538,     -5.903,     105968,     152689,    434.797,     -2.566,       0.00,       0.00,     120.83,       0.00,   -258.614
-340,      60.80,     105487,      26.42,      22.86,       3.61,       0.51,      -0.07,       0.00,       0.00,      897.5,      884.3,     -0.037,     -0.036,      1.275,        0.0,      515.7,       15.5,     29.386,     -5.473,     104211,     153845,    434.797,     -2.722,       0.00,       0.00,     120.83,       0.00,   -258.688
-339,      62.32,     103684,      27.04,      22.92,       4.17,       0.56,      -0.06,       0.00,       0.00,      884.3,      870.4,     -0.036,     -0.035,      1.277,        0.0,      539.8,       14.1,     31.218,     -5.024,     102454,     154980,    434.797,     -2.883,       0.00,       0.00,     120.83,       0.00,   -258.760
-338,      63.90,     101876,      27.70,      22.98,       4.77,       0.61,      -0.06,       0.00,       0.00,      870.4,      856.0,     -0.035,     -0.034,      1.278,        0.0,      563.4,       12.7,     33.020,     -4.558,     100696,     156072,    434.797,     -3.048,       0.00,       0.00,     120.83,       0.00,   -258.829
-337,      65.56,     100067,      28.40,      23.03,       5.43,       0.66,      -0.05,       0.00,       0.00,      856.0,      841.2,     -0.034,     -0.033,      1.279,        0.0,      587.0,       11.3,     34.816,     -4.095,      98937,     157097,    434.797,     -3.217,       0.00,       0.00,     120.83,       0.00,   -258.896
-336,      67.28,      98267,      29.15,      23.07,       6.13,       0.71,      -0.04,       0.00,       0.00,      841.2,      825.9,     -0.033,     -0.032,      1.281,        0.0,      611.5,       10.1,     36.631,     -3.658,      97180,     158022,    434.797,     -3.389,       0.00,       0.00,     120.83,       0.00,   -258.960
-335,      69.06,      96477,      29.95,      23.11,       6.89,       0.76,      -0.04,       0.00,       0.00,      825.9,      810.2,     -0.031,     -0.030,      1.283,        0.0,      636.7,        8.8,     38.422,     -3.211,      95428,     158838,    434.797,     -3.564,       0.00,       0.00,     120.83,       0.00,   -259.022
-334,      70.91,      94701,      30.79,      23.14,       7.70,       0.81,      -0.03,       0.00,       0.00,      810.2,      794.3,     -0.030,     -0.029,      1.284,        0.0,      661.8,        7.5,     40.229,     -2.746,      93682,     159522,    434.797,     -3.743,       0.00,       0.00,     120.83,       0.00,   -259.081
-333,      72.83,      92939,      31.68,      23.17,       8.56,       0.86,      -0.03,       0.00,       0.00,      794.3,      778.2,     -0.029,     -0.028,      1.286,        0.0,      687.6,        6.1,     42.046,     -2.240,      91948,     160059,    434.797,     -3.924,       0.00,       0.00,     120.83,       0.00,   -259.137
-332,      74.81,      91196,      32.61,      23.19,       9.47,       0.91,      -0.02,       0.00,       0.00,      778.2,      762.0,     -0.027,     -0.026,      1.288,        0.0,      713.6,        4.7,     43.875,     -1.731,      90226,     160417,    434.797,     -4.107,       0.00,       0.00,     120.83,       0.00,   -259.191
-331,      76.85,      89481,      33.58,      23.21,      10.43,       0.96,      -0.02,       0.00,       0.00,      762.0,      745.8,     -0.026,     -0.025,      1.290,        0.0,      739.5,        3.6,     45.716,     -1.329,      88521,     160540,    434.797,     -4.293,       0.00,       0.00,     120.83,       0.00,   -259.242
-330,      78.96,      87807,      34.61,      23.22,      11.43,       1.01,      -0.01,       0.00,       0.00,      745.8,      729.7,     -0.025,     -0.023,      1.292,        0.0,      765.5,        2.9,     47.552,     -1.073,      86840,     160404,    434.797,     -4.481,       0.00,       0.00,     120.83,       0.00,   -259.290
-329,      81.12,      86174,      35.67,      23.23,      12.49,       1.06,      -0.01,       0.00,       0.00,      729.7,      713.7,     -0.023,     -0.022,      1.294,        0.0,      791.4,        2.2,     49.362,     -0.817,      85195,     160043,    434.797,     -4.670,       0.00,       0.00,     120.83,       0.00,   -259.336
-328,      83.35,      84581,      36.78,      23.24,      13.59,       1.10,      -0.01,       0.00,       0.00,      713.7,      698.1,     -0.022,     -0.021,      1.296,        0.0,      817.4,        1.5,     51.133,     -0.560,      83585,     159453,    434.797,     -4.860,       0.00,       0.00,     120.83,       0.00,   -259.379
-327,      85.63,      83028,      37.93,      23.24,      14.74,       1.15,      -0.00,       0.00,       0.00,      698.1,      682.7,     -0.021,     -0.019,      1.298,        0.0,      843.3,        0.8,     52.914,     -0.304,      82011,     158632,    434.797,     -5.052,       0.00,       0.00,     120.83,       0.00,   -259.419
-326,      87.97,      81517,      39.12,      23.24,      15.93,       1.19,      -0.00,       0.00,       0.00,      682.7,      667.6,     -0.019,     -0.018,      1.300,        0.0,      869.3,        0.1,     54.676,     -0.049,      80473,     157584,    434.797,     -5.246,       0.00,       0.00,     120.83,       0.00,   -259.456
-325,      90.37,      80058,      40.35,      23.24,      17.16,       1.23,      -0.00,       0.00,       0.00,      667.6,      653.0,     -0.018,     -0.017,      1.302,        0.0,      894.9,        0.0,     56.424,      0.000,      78973,     156246,    434.797,     -5.440,       0.00,       0.00,     120.83,       0.00,   -259.491
-324,      92.83,      78653,      41.62,      23.24,      18.43,       1.27,      -0.00,       0.00,       0.00,      653.0,      638.9,     -0.017,     -0.016,      1.304,        0.0,      920.0,        0.0,     58.126,      0.000,      77522,     154696,    434.797,     -5.635,       0.00,       0.00,     120.83,       0.00,   -259.523
-323,      95.33,      75910,      42.91,       0.00,      42.91,       1.29,      -0.00,       0.00,      95.33,      633.2,      633.2,     -0.000,     -0.015,      1.307,        0.0,      945.2,        0.0,     58.638,      0.000,      76469,     152958,    434.797,     -5.827,       0.00,       0.00,     120.83,       0.00,   -259.538
-322,      97.89,      74751,      44.22,       0.00,      44.22,       1.31,      -0.00,       0.00,      97.89,      621.2,      621.2,     -0.000,     -0.014,      1.308,        0.0,      970.8,        0.0,     59.770,      0.000,      75259,     151052,    434.797,     -6.021,       0.00,       0.00,     120.83,       0.00,   -259.552
-321,     100.51,      73636,      45.55,       0.00,      45.55,       1.34,      -0.00,       0.00,     100.51,      609.8,      609.8,     -0.000,     -0.013,      1.310,        0.0,      996.8,        0.0,     60.899,      0.000,      74093,     148999,    434.797,     -6.215,       0.00,       0.00,     120.83,       0.00,   -259.565
-320,     103.17,      72564,      46.91,       0.00,      46.91,       1.36,      -0.00,       0.00,     103.17,      598.9,      598.9,     -0.000,     -0.012,      1.311,        0.0,     1022.7,        0.0,     61.961,      0.000,      72980,     146831,    434.797,     -6.410,       0.00,       0.00,     120.83,       0.00,   -259.576
-319,     105.88,      71534,      48.32,       0.00,      48.32,       1.41,      -0.00,       0.00,     105.88,      588.5,      588.5,     -0.000,     -0.011,      1.313,        0.0,     1048.7,        0.0,     62.663,      0.000,      72001,     144566,    434.797,     -6.606,       0.00,       0.00,     120.83,       0.00,   -259.587
-318,     108.65,      70571,      49.78,       0.00,      49.78,       1.46,      -0.00,       0.00,     108.65,      578.5,      578.5,     -0.000,     -0.010,      1.314,        0.0,     1074.6,        0.0,     63.249,      0.000,      71089,     142241,    434.797,     -6.803,       0.00,       0.00,     120.83,       0.00,   -259.597
-317,     111.45,      69668,      51.28,       0.00,      51.28,       1.50,      -0.00,       0.00,     111.45,      568.8,      568.8,     -0.000,     -0.009,      1.316,        0.0,     1100.6,        0.0,     63.733,      0.000,      70238,     139878,    434.797,     -7.000,       0.00,       0.00,     120.83,       0.00,   -259.606
-316,     114.31,      68820,      52.82,       0.00,      52.82,       1.54,      -0.00,       0.00,     114.31,      559.6,      559.6,     -0.000,     -0.008,      1.317,        0.0,     1126.5,        0.0,     64.123,      0.000,      69445,     137497,    434.797,     -7.198,       0.00,       0.00,     120.83,       0.00,   -259.614
-315,     117.21,      68025,      54.40,       0.00,      54.40,       1.58,      -0.00,       0.00,     117.21,      550.7,      550.7,     -0.000,     -0.007,      1.318,        0.0,     1152.5,        0.0,     64.451,      0.000,      68705,     135120,    434.797,     -7.397,       0.00,       0.00,     120.83,       0.00,   -259.621
-314,     120.15,      67278,      56.03,       0.00,      56.03,       1.62,      -0.00,       0.00,     120.15,      542.1,      542.1,     -0.000,     -0.006,      1.320,        0.0,     1178.4,        0.0,     64.693,      0.000,      68013,     132764,    434.797,     -7.596,       0.00,       0.00,     120.83,       0.00,   -259.628
-313,     123.13,      66576,      57.68,       0.00,      57.68,       1.66,      -0.00,       0.00,     123.13,      534.0,      534.0,     -0.000,     -0.006,      1.321,        0.0,     1204.3,        0.0,     64.868,      0.000,      67367,     130440,    434.797,     -7.796,       0.00,       0.00,     120.83,       0.00,   -259.633
-312,     126.16,      65915,      59.37,       0.00,      59.37,       1.69,      -0.00,       0.00,     126.16,      526.2,      526.2,     -0.000,     -0.005,      1.322,        0.0,     1230.3,        0.0,     64.976,      0.000,      66761,     128168,    434.797,     -7.997,       0.00,       0.00,     120.83,       0.00,   -259.638
-311,     129.22,      65292,      61.10,       0.00,      61.10,       1.72,      -0.00,       0.00,     129.22,      518.7,      518.7,     -0.000,     -0.004,      1.323,        0.0,     1255.1,        0.0,     65.075,      0.000,      66185,     125962,    434.797,     -8.198,       0.00,       0.00,     120.83,       0.00,   -259.642
-310,     132.33,      64704,      62.85,       0.00,      62.85,       1.76,      -0.00,       0.00,     132.33,      511.6,      511.6,     -0.000,     -0.003,      1.324,        0.0,     1278.7,        0.0,     65.250,      0.000,      65612,     123833,    434.797,     -8.400,       0.00,       0.00,     120.83,       0.00,   -259.645
-309,     135.46,      64149,      64.64,       0.00,      64.64,       1.79,      -0.00,       0.00,     135.46,      504.8,      504.8,     -0.000,     -0.003,      1.325,        0.0,     1302.3,        0.0,     65.393,      0.000,      65072,     121790,    434.797,     -8.602,       0.00,       0.00,     120.83,       0.00,   -259.648
-308,     138.64,      63627,      66.46,       0.00,      66.46,       1.82,      -0.00,       0.00,     138.64,      498.3,      498.3,     -0.000,     -0.002,      1.326,        0.0,     1326.5,        0.0,     65.500,      0.000,      64563,     119840,    434.797,     -8.805,       0.00,       0.00,     120.83,       0.00,   -259.650
-307,     141.85,      63135,      68.31,       0.00,      68.31,       1.85,      -0.00,       0.00,     141.85,      492.1,      492.1,     -0.000,     -0.001,      1.327,        0.0,     1351.7,        0.0,     65.576,      0.000,      64085,     117990,    434.797,     -9.009,       0.00,       0.00,     120.83,       0.00,   -259.651
-306,     145.08,      62673,      70.19,       0.00,      70.19,       1.88,      -0.00,       0.00,     145.08,      486.2,      486.2,     -0.000,     -0.001,      1.328,        0.0,     1376.8,        0.0,     65.619,      0.000,      63635,     116247,    434.797,     -9.213,       0.00,       0.00,     120.83,       0.00,   -259.652
-305,     148.36,      62240,      72.09,       0.00,      72.09,       1.91,      -0.00,       0.00,     148.36,      480.5,      480.5,     -0.000,      0.000,      1.329,        0.0,     1402.5,        0.0,     65.637,      0.000,      63214,     114613,    434.797,     -9.417,       0.00,       0.00,     120.83,       0.00,   -259.652
-304,     151.66,      61834,      74.03,       0.00,      74.03,       1.94,      -0.00,       0.00,     151.66,      475.1,      475.1,     -0.000,      0.001,      1.330,        0.0,     1428.4,        0.0,     65.629,      0.000,      62820,     113098,    434.797,     -9.622,       0.00,       0.00,     120.83,       0.00,   -259.651
-303,     154.98,      61454,      76.00,       0.00,      76.00,       1.97,      -0.00,       0.00,     154.98,      470.0,      470.0,     -0.000,      0.001,      1.331,        0.0,     1454.4,        0.0,     65.593,      0.000,      62451,     111701,    434.797,     -9.828,       0.00,       0.00,     120.83,       0.00,   -259.650
-302,     158.34,      61099,      77.99,       0.00,      77.99,       1.99,      -0.00,       0.00,     158.34,      465.0,      465.0,     -0.000,      0.002,      1.331,        0.0,     1479.6,        0.0,     65.533,      0.000,      62106,     110423,    434.797,    -10.034,       0.00,       0.00,     120.83,       0.00,   -259.648
-301,     161.72,      60767,      80.01,       0.00,      80.01,       2.02,      -0.00,       0.00,     161.72,      460.3,      460.3,     -0.000,      0.002,      1.332,        0.0,     1504.8,        0.0,     65.449,      0.000,      61784,     109266,    434.797,    -10.240,       0.00,       0.00,     120.83,       0.00,   -259.646
-300,     165.12,      60457,      82.06,       0.00,      82.06,       2.05,      -0.00,       0.00,     165.12,      455.8,      455.8,     -0.000,      0.003,      1.333,        0.0,     1529.9,        0.0,     65.344,      0.000,      61482,     108230,    434.797,    -10.446,       0.00,       0.00,     120.83,       0.00,   -259.643
-299,     168.55,      60168,      84.13,       0.00,      84.13,       2.07,      -0.00,       0.00,     168.55,      451.5,      451.5,     -0.000,      0.004,      1.333,        0.0,     1554.3,        0.0,     65.220,      0.000,      61201,     107317,    434.797,    -10.653,       0.00,       0.00,     120.83,       0.00,   -259.639
-298,     172.00,      59898,      86.22,       0.00,      86.22,       2.09,      -0.00,       0.00,     172.00,      447.4,      447.4,     -0.000,      0.004,      1.334,        0.0,     1578.7,        0.0,     65.121,      0.000,      60927,     106527,    434.797,    -10.860,       0.00,       0.00,     120.83,       0.00,   -259.635
-297,     175.47,      59647,      88.34,       0.00,      88.34,       2.12,      -0.00,       0.00,     175.47,      443.5,      443.5,     -0.000,      0.005,      1.335,        0.0,     1602.7,        0.0,     65.008,      0.000,      60670,     105859,    434.797,    -11.068,       0.00,       0.00,     120.83,       0.00,   -259.630
-296,     178.95,      59414,      90.48,       0.00,      90.48,       2.14,      -0.00,       0.00,     178.95,      439.8,      439.8,     -0.000,      0.005,      1.335,        0.0,     1625.5,        0.0,     64.879,      0.000,      60431,     105310,    434.797,    -11.275,       0.00,       0.00,     120.83,       0.00,   -259.625
-295,     182.46,      59198,      92.64,       0.00,      92.64,       2.16,      -0.00,       0.00,     182.46,      436.2,      436.2,     -0.000,      0.006,      1.336,        0.0,     1648.3,        0.0,     64.739,      0.000,      60208,     104879,    434.797,    -11.483,       0.00,       0.00,     120.83,       0.00,   -259.619
-294,     185.97,      58997,      94.82,       0.00,      94.82,       2.18,      -0.00,       0.00,     185.97,      432.7,      432.7,     -0.000,      0.006,      1.336,        0.0,     1670.7,        0.0,     64.587,      0.000,      60001,     104560,    434.797,    -11.691,       0.00,       0.00,     120.83,       0.00,   -259.613
-293,     189.51,      58812,      97.01,       0.00,      97.01,       2.20,      -0.00,       0.00,     189.51,      429.5,      429.5,     -0.000,      0.007,      1.337,        0.0,     1692.7,        0.0,     64.425,      0.000,      59808,     104347,    434.797,    -11.899,       0.00,       0.00,     120.83,       0.00,   -259.606
-292,     193.05,      58641,      99.23,       0.00,      99.23,       2.22,      -0.00,       0.00,     193.05,      426.3,      426.3,     -0.000,      0.007,      1.337,        0.0,     1714.7,        0.0,     64.254,      0.000,      59630,     104235,    434.797,    -12.107,       0.00,       0.00,     120.83,       0.00,   -259.599
-291,     196.61,      58484,     101.47,       0.00,     101.47,       2.24,      -0.00,       0.00,     196.61,      423.3,      423.3,     -0.000,      0.008,      1.338,        0.0,     1735.7,        0.0,     64.071,      0.000,      59466,     104218,    434.797,    -12.316,       0.00,       0.00,     120.83,       0.00,   -259.591
-290,     200.17,      58340,     103.72,       0.00,     103.72,       2.25,      -0.00,       0.00,     200.17,      420.5,      420.5,     -0.000,      0.008,      1.338,        0.0,     1756.1,        0.0,     63.878,      0.000,      59314,     104288,    434.797,    -12.524,       0.00,       0.00,     120.83,       0.00,   -259.583
-289,     203.75,      58208,     105.99,       0.00,     105.99,       2.27,      -0.00,       0.00,     203.75,      417.7,      417.7,     -0.000,      0.009,      1.338,        0.0,     1776.6,        0.0,     63.677,      0.000,      59174,     104438,    434.797,    -12.732,       0.00,       0.00,     120.83,       0.00,   -259.574
-288,     207.33,      58088,     108.27,       0.00,     108.27,       2.28,      -0.00,       0.00,     207.33,      415.1,      415.1,     -0.000,      0.009,      1.339,        0.0,     1795.6,        0.0,     63.468,      0.000,      59046,     104659,    434.797,    -12.940,       0.00,       0.00,     120.83,       0.00,   -259.565
-287,     210.92,      57978,     110.57,       0.00,     110.57,       2.30,      -0.00,       0.00,     210.92,      412.6,      412.6,     -0.000,      0.010,      1.339,        0.0,     1814.5,        0.0,     63.253,      0.000,      58928,     104941,    434.797,    -13.149,       0.00,       0.00,     120.83,       0.00,   -259.555
-286,     214.51,      57879,     112.87,       0.00,     112.87,       2.31,      -0.00,       0.00,     214.51,      410.2,      410.2,     -0.000,      0.010,      1.340,        0.0,     1833.3,        0.0,     63.032,      0.000,      58821,     105275,    434.797,    -13.357,       0.00,       0.00,     120.83,       0.00,   -259.545
-285,     218.10,      57790,     115.20,       0.00,     115.20,       2.32,      -0.00,       0.00,     218.10,      407.8,      407.8,     -0.000,      0.011,      1.340,        0.0,     1851.4,        0.0,     62.802,      0.000,      58723,     105651,    434.797,    -13.564,       0.00,       0.00,     120.83,       0.00,   -259.535
-284,     221.70,      57710,     117.53,       0.00,     117.53,       2.33,      -0.00,       0.00,     221.70,      405.6,      405.6,     -0.000,      0.011,      1.340,        0.0,     1869.4,        0.0,     62.566,      0.000,      58636,     106062,    434.797,    -13.772,       0.00,       0.00,     120.83,       0.00,   -259.524
-283,     225.29,      57640,     119.87,       0.00,     119.87,       2.34,      -0.00,       0.00,     225.29,      403.5,      403.5,     -0.000,      0.011,      1.341,        0.0,     1886.6,        0.0,     62.325,      0.000,      58557,     106496,    434.797,    -13.979,       0.00,       0.00,     120.83,       0.00,   -259.512
-282,     228.89,      57578,     122.22,       0.00,     122.22,       2.35,      -0.00,       0.00,     228.89,      401.5,      401.5,     -0.000,      0.012,      1.341,        0.0,     1901.6,        0.0,     62.083,      0.000,      58486,     106946,    434.797,    -14.186,       0.00,       0.00,     120.83,       0.00,   -259.500
-281,     232.48,      57524,     124.58,       0.00,     124.58,       2.36,      -0.00,       0.00,     232.48,      399.5,      399.5,     -0.000,      0.012,      1.341,        0.0,     1916.6,        0.0,     61.841,      0.000,      58423,     107401,    434.797,    -14.393,       0.00,       0.00,     120.83,       0.00,   -259.488
-280,     236.07,      57477,     126.95,       0.00,     126.95,       2.37,      -0.00,       0.00,     236.07,      397.7,      397.7,     -0.000,      0.013,      1.341,        0.0,     1931.8,        0.0,     61.596,      0.000,      58367,     107855,    434.797,    -14.599,       0.00,       0.00,     120.83,       0.00,   -259.475
-279,     239.66,      57438,     129.33,       0.00,     129.33,       2.38,      -0.00,       0.00,     239.66,      395.9,      395.9,     -0.000,      0.013,      1.342,        0.0,     1947.5,        0.0,     61.347,      0.000,      58319,     108298,    434.797,    -14.805,       0.00,       0.00,     120.83,       0.00,   -259.462
-278,     243.24,      57406,     131.71,       0.00,     131.71,       2.38,      -0.00,       0.00,     243.24,      394.2,      394.2,     -0.000,      0.014,      1.342,        0.0,     1963.2,        0.0,     61.092,      0.000,      58278,     108724,    434.797,    -15.010,       0.00,       0.00,     120.83,       0.00,   -259.449
-277,     246.81,      57383,     134.11,       0.00,     134.11,       2.39,      -0.00,       0.00,     246.81,      392.5,      392.5,     -0.000,      0.014,      1.342,        0.0,     1977.9,        0.0,     60.831,      0.000,      58245,     109125,    434.797,    -15.215,       0.00,       0.00,     120.83,       0.00,   -259.435
-276,     250.37,      57366,     136.50,       0.00,     136.50,       2.40,      -0.00,       0.00,     250.37,      390.9,      390.9,     -0.000,      0.014,      1.342,        0.0,     1991.3,        0.0,     60.564,      0.000,      58220,     109495,    434.797,    -15.419,       0.00,       0.00,     120.83,       0.00,   -259.420
-275,     253.93,      57356,     138.90,       0.00,     138.90,       2.40,      -0.00,       0.00,     253.93,      389.4,      389.4,     -0.000,      0.015,      1.343,        0.0,     2004.6,        0.0,     60.294,      0.000,      58200,     109827,    434.797,    -15.622,       0.00,       0.00,     120.83,       0.00,   -259.406
-274,     257.47,      57352,     141.31,       0.00,     141.31,       2.41,      -0.00,       0.00,     257.47,      388.0,      388.0,     -0.000,      0.015,      1.343,        0.0,     2017.5,        0.0,     60.019,      0.000,      58187,     110117,    434.797,    -15.825,       0.00,       0.00,     120.83,       0.00,   -259.390
-273,     261.00,      57354,     143.72,       0.00,     143.72,       2.41,      -0.00,       0.00,     261.00,      386.6,      386.6,     -0.000,      0.016,      1.343,        0.0,     2030.1,        0.0,     59.740,      0.000,      58181,     110359,    434.797,    -16.027,       0.00,       0.00,     120.83,       0.00,   -259.375
-272,     264.52,      57362,     146.13,       0.00,     146.13,       2.41,      -0.00,       0.00,     264.52,      385.2,      385.2,     -0.000,      0.016,      1.343,        0.0,     2042.7,        0.0,     59.456,      0.000,      58180,     110550,    434.797,    -16.229,       0.00,       0.00,     120.83,       0.00,   -259.359
-271,     268.02,      57376,     148.55,       0.00,     148.55,       2.42,      -0.00,       0.00,     268.02,      384.0,      384.0,     -0.000,      0.016,      1.344,        0.0,     2054.6,        0.0,     59.167,      0.000,      58185,     110685,    434.797,    -16.429,       0.00,       0.00,     120.83,       0.00,   -259.343
-270,     271.51,      57395,     150.97,       0.00,     150.97,       2.42,      -0.00,       0.00,     271.51,      382.7,      382.7,     -0.000,      0.017,      1.344,        0.0,     2066.3,        0.0,     58.882,      0.000,      58196,     110763,    434.797,    -16.629,       0.00,       0.00,     120.83,       0.00,   -259.326
-269,     274.98,      57421,     153.39,       0.00,     153.39,       2.42,      -0.00,       0.00,     274.98,      381.5,      381.5,     -0.000,      0.017,      1.344,        0.0,     2078.0,        0.0,     58.591,      0.000,      58212,     110780,    434.797,    -16.828,       0.00,       0.00,     120.83,       0.00,   -259.309
-268,     278.44,      57452,     155.81,       0.00,     155.81,       2.42,      -0.00,       0.00,     278.44,      380.4,      380.4,     -0.000,      0.017,      1.344,        0.0,     2087.4,        0.0,     58.291,      0.000,      58234,     110736,    434.797,    -17.026,       0.00,       0.00,     120.83,       0.00,   -259.291
-267,     281.87,      57487,     158.23,       0.00,     158.23,       2.42,      -0.00,       0.00,     281.87,      379.3,      379.3,     -0.000,      0.018,      1.344,        0.0,     2096.8,        0.0,     57.995,      0.000,      58261,     110631,    434.797,    -17.223,       0.00,       0.00,     120.83,       0.00,   -259.273
-266,     285.29,      57527,     160.65,       0.00,     160.65,       2.42,      -0.00,       0.00,     285.29,      378.3,      378.3,     -0.000,      0.018,      1.344,        0.0,     2106.0,        0.0,     57.692,      0.000,      58293,     110463,    434.797,    -17.419,       0.00,       0.00,     120.83,       0.00,   -259.255
-265,     288.69,      57572,     163.07,       0.00,     163.07,       2.42,      -0.00,       0.00,     288.69,      377.3,      377.3,     -0.000,      0.019,      1.345,        0.0,     2114.7,        0.0,     57.381,      0.000,      58329,     110236,    434.797,    -17.614,       0.00,       0.00,     120.83,       0.00,   -259.236
