CA, Vcyl, PCyl, mcyl, mb, mu, min, mout, Vb, Vu, Tb, Tu, Qb, Qu, Gamma, xb, IV A, EV A, IV V, EV V, IV P, EV P, WWork, PWork, CO, NO, CO2, HC, htLoss
-359,      42.92,     118276,      21.37,      21.37,       0.00,      -0.00,       0.11,       0.00,       0.00,      870.8,      865.1,     -0.038,     -0.038,      1.278,        1.0,      109.9,       72.2,      0.000,      6.875,     119771,     116129,    536.462,     -1.442,       0.00,       0.00,     120.83,       0.00,       -348
-358,      43.04,     117506,      21.39,      21.39,       0.00,       0.11,       0.10,       0.00,       0.00,      865.1,      861.2,     -0.038,     -0.038,      1.279,        1.0,      124.9,       64.5,      6.213,      6.013,     118042,     114433,    536.462,     -1.460,       0.00,       0.00,     120.83,       0.00,       -348
-357,      43.23,     116797,      21.44,      21.44,       0.00,       0.15,       0.09,       0.00,       0.00,      861.2,      857.5,     -0.038,     -0.037,      1.279,        1.0,      141.4,       56.8,      8.127,      5.678,     117256,     112937,    536.462,     -1.487,       0.00,       0.00,     120.83,       0.00,       -348
-356,      43.50,     116048,      21.53,      21.53,       0.00,       0.18,       0.09,       0.00,       0.00,      857.5,      853.8,     -0.037,     -0.037,      1.279,        1.0,      160.2,       52.7,      9.550,      5.571,     116379,     111554,    536.462,     -1.523,       0.00,       0.00,     120.83,       0.00,       -348
-355,      43.84,     115329,      21.66,      21.66,       0.00,       0.22,       0.09,       0.00,       0.00,      853.8,      850.1,     -0.037,     -0.037,      1.280,        1.0,      179.1,       48.5,     11.382,      5.363,     115545,     110195,    536.462,     -1.567,       0.00,       0.00,     120.83,       0.00,       -348
-354,      44.26,     114641,      21.84,      21.84,       0.00,       0.26,       0.08,       0.00,       0.00,      850.1,      846.2,     -0.037,     -0.036,      1.280,        1.0,      199.4,       44.6,     13.202,      5.137,     114717,     108876,    536.462,     -1.619,       0.00,       0.00,     120.83,       0.00,       -348
-353,      44.76,     113966,      22.06,      22.06,       0.00,       0.30,       0.08,       0.00,       0.00,      846.2,      842.1,     -0.036,     -0.036,      1.281,        1.0,      220.6,       41.8,     14.978,      4.995,     113910,     107618,    536.462,     -1.680,       0.00,       0.00,     120.83,       0.00,       -348
-352,      45.33,     113303,      22.33,      22.33,       0.32,       0.35,       0.08,       0.00,       0.00,      842.1,      837.5,     -0.036,     -0.036,      1.281,        1.0,      241.9,       39.0,     16.723,      4.821,     113116,     106390,    536.462,     -1.749,       0.00,       0.00,     120.83,       0.00,       -348
-351,      45.98,     112657,      22.66,      22.26,       0.72,       0.40,       0.07,       0.00,       0.00,      837.5,      832.5,     -0.036,     -0.036,      1.281,        1.0,      265.7,       36.4,     18.495,      4.649,     112316,     105197,    536.462,     -1.826,       0.00,       0.00,     120.83,       0.00,       -348
-350,      46.70,     112019,      23.04,      22.19,       1.17,       0.45,       0.07,       0.00,       0.00,      832.5,      826.8,     -0.036,     -0.035,      1.282,        1.0,      290.1,       34.4,     20.234,      4.506,     111530,     104044,    536.462,     -1.911,       0.00,       0.00,     120.83,       0.00,       -348
-349,      47.49,     111387,      23.48,      22.12,       1.68,       0.51,       0.07,       0.00,       0.00,      826.8,      820.5,     -0.035,     -0.035,      1.283,        0.9,      314.5,       32.3,     21.926,      4.342,     110757,     102915,    536.462,     -2.004,       0.00,       0.00,     120.83,       0.00,       -348
-348,      48.36,     110761,      23.98,      22.06,       2.24,       0.57,       0.06,       0.00,       0.00,      820.5,      813.4,     -0.035,     -0.035,      1.283,        0.9,      339.6,       30.2,     23.595,      4.157,     109992,     101810,    536.462,     -2.105,       0.00,       0.00,     120.83,       0.00,       -349
-347,      49.31,     110138,      24.55,      22.00,       2.87,       0.63,       0.06,       0.00,       0.00,      813.4,      805.7,     -0.035,     -0.034,      1.284,        0.9,      364.8,       28.1,     25.222,      3.954,     109240,     100727,    536.462,     -2.213,       0.00,       0.00,     120.83,       0.00,       -349
-346,      50.33,     109518,      25.18,      21.94,       3.56,       0.69,       0.06,       0.00,       0.00,      805.7,      797.2,     -0.034,     -0.034,      1.285,        0.9,      389.9,       26.0,     26.814,      3.733,     108500,      99664,    536.462,     -2.328,       0.00,       0.00,     120.83,       0.00,       -349
-345,      51.42,     108900,      25.88,      21.89,       4.31,       0.75,       0.05,       0.00,       0.00,      797.2,      788.0,     -0.034,     -0.033,      1.286,        0.8,      415.1,       23.9,     28.374,      3.497,     107770,      98618,    536.462,     -2.451,       0.00,       0.00,     120.83,       0.00,       -349
-344,      52.58,     108285,      26.64,      21.83,       5.13,       0.82,       0.05,       0.00,       0.00,      788.0,      778.3,     -0.033,     -0.033,      1.287,        0.8,      440.2,       21.8,     29.917,      3.245,     107045,      97589,    536.462,     -2.581,       0.00,       0.00,     120.83,       0.00,       -349
-343,      53.82,     107673,      27.48,      21.79,       6.01,       0.88,       0.05,       0.00,       0.00,      778.3,      768.0,     -0.033,     -0.032,      1.288,        0.8,      465.4,       19.7,     31.425,      2.981,     106331,      96574,    536.462,     -2.718,       0.00,       0.00,     120.83,       0.00,       -349
-342,      55.12,     107054,      28.38,      21.74,       6.96,       0.95,       0.04,       0.00,       0.00,      768.0,      757.3,     -0.032,     -0.031,      1.289,        0.8,      490.6,       18.3,     32.903,      2.804,     105625,      95597,    536.462,     -2.861,       0.00,       0.00,     120.83,       0.00,       -349
-341,      56.50,     106431,      29.35,      21.70,       7.97,       1.01,       0.04,       0.00,       0.00,      757.3,      746.1,     -0.031,     -0.031,      1.290,        0.7,      515.7,       16.9,     34.364,      2.623,     104922,      94633,    536.462,     -3.012,       0.00,       0.00,     120.83,       0.00,       -349
-340,      57.95,     105803,      30.40,      21.67,       9.05,       1.08,       0.04,       0.00,       0.00,      746.1,      734.6,     -0.031,     -0.030,      1.292,        0.7,      539.8,       15.5,     35.793,      2.434,     104227,      93682,    536.462,     -3.168,       0.00,       0.00,     120.83,       0.00,       -349
-339,      59.46,     105172,      31.51,      21.63,      10.20,       1.15,       0.04,       0.00,       0.00,      734.6,      722.8,     -0.030,     -0.029,      1.293,        0.7,      563.4,       14.1,     37.196,      2.237,     103537,      92743,    536.462,     -3.332,       0.00,       0.00,     120.83,       0.00,       -349
-338,      61.05,     104539,      32.70,      21.60,      11.42,       1.22,       0.03,       0.00,       0.00,      722.8,      710.9,     -0.029,     -0.028,      1.295,        0.7,      587.0,       12.7,     38.582,      2.034,     102849,      91818,    536.462,     -3.501,       0.00,       0.00,     120.83,       0.00,       -349
-337,      62.70,     103906,      33.95,      21.57,      12.70,       1.29,       0.03,       0.00,       0.00,      710.9,      698.9,     -0.028,     -0.027,      1.296,        0.6,      611.5,       11.3,     39.962,      1.833,     102157,      90908,    536.462,     -3.676,       0.00,       0.00,     120.83,       0.00,       -349
-336,      64.42,     103273,      35.28,      21.54,      14.06,       1.35,       0.03,       0.00,       0.00,      698.9,      686.8,     -0.028,     -0.026,      1.298,        0.6,      636.7,       10.1,     41.326,      1.640,     101464,      90016,    536.462,     -3.857,       0.00,       0.00,     120.83,       0.00,       -349
-335,      66.21,     102642,      36.68,      21.52,      15.48,       1.42,       0.02,       0.00,       0.00,      686.8,      674.8,     -0.027,     -0.026,      1.299,        0.6,      661.8,        8.8,     42.679,      1.442,     100769,      89142,    536.462,     -4.044,       0.00,       0.00,     120.83,       0.00,       -349
-334,      68.06,     102013,      38.15,      21.50,      16.97,       1.49,       0.02,       0.00,       0.00,      674.8,      662.8,     -0.026,     -0.025,      1.301,        0.6,      687.6,        7.5,     44.009,      1.236,     100074,      88286,    536.462,     -4.236,       0.00,       0.00,     120.83,       0.00,       -349
-333,      69.98,     101388,      39.69,      21.48,      18.53,       1.56,       0.02,       0.00,       0.00,      662.8,      651.0,     -0.025,     -0.024,      1.303,        0.5,      713.6,        6.1,     45.306,      1.011,      99383,      87450,    536.462,     -4.434,       0.00,       0.00,     120.83,       0.00,       -349
-332,      71.96,     100766,      41.30,      21.47,      20.15,       1.62,       0.01,       0.00,       0.00,      651.0,      639.4,     -0.024,     -0.023,      1.304,        0.5,      739.5,        4.7,     46.563,      0.782,      98696,      86640,    536.462,     -4.636,       0.00,       0.00,     120.83,       0.00,       -349
-331,      74.00,     100144,      42.98,      21.46,      21.84,       1.69,       0.01,       0.00,       0.00,      639.4,      628.0,     -0.023,     -0.022,      1.306,        0.5,      765.5,        3.6,     47.782,      0.602,      98014,      85872,    536.462,     -4.844,       0.00,       0.00,     120.83,       0.00,       -350
-330,      76.11,      99518,      44.72,      21.45,      23.58,       1.75,       0.01,       0.00,       0.00,      628.0,      616.9,     -0.022,     -0.021,      1.307,        0.5,      791.4,        2.9,     48.969,      0.486,      97334,      85154,    536.462,     -5.057,       0.00,       0.00,     120.83,       0.00,       -350
-329,      78.27,      98890,      46.52,      21.44,      25.39,       1.81,       0.01,       0.00,       0.00,      616.9,      606.0,     -0.021,     -0.020,      1.309,        0.5,      817.4,        2.2,     50.131,      0.369,      96652,      84476,    536.462,     -5.274,       0.00,       0.00,     120.83,       0.00,       -350
-328,      80.50,      98260,      48.37,      21.44,      27.25,       1.86,       0.00,       0.00,       0.00,      606.0,      595.5,     -0.020,     -0.019,      1.310,        0.4,      843.3,        1.5,     51.264,      0.252,      95970,      83844,    536.462,     -5.495,       0.00,       0.00,     120.83,       0.00,       -350
-327,      82.78,      97629,      50.29,      21.44,      29.17,       1.92,       0.00,       0.00,       0.00,      595.5,      585.3,     -0.019,     -0.018,      1.312,        0.4,      869.3,        0.8,     52.356,      0.136,      95287,      83263,    536.462,     -5.721,       0.00,       0.00,     120.83,       0.00,       -350
-326,      85.12,      96997,      52.25,      21.44,      31.13,       1.97,       0.00,       0.00,       0.00,      585.3,      575.5,     -0.018,     -0.017,      1.313,        0.4,      894.9,        0.1,     53.409,      0.021,      94607,      82740,    536.462,     -5.951,       0.00,       0.00,     120.83,       0.00,       -350
-325,      87.52,      96359,      54.27,      21.44,      33.15,       2.01,       0.00,       0.00,       0.00,      575.5,      566.0,     -0.017,     -0.016,      1.315,        0.4,      920.0,        0.0,     54.421,      0.000,      93929,      82307,    536.462,     -6.185,       0.00,       0.00,     120.83,       0.00,       -350
-324,      89.97,      95717,      56.33,      21.44,      35.21,       2.06,       0.00,       0.00,       0.00,      566.0,      556.8,     -0.016,     -0.015,      1.316,        0.4,      945.2,        0.0,     55.402,      0.000,      93251,      81949,    536.462,     -6.422,       0.00,       0.00,     120.83,       0.00,       -350
-323,      92.48,      92258,      58.41,       0.00,      58.41,       2.09,       0.00,       0.00,      92.48,      551.6,      551.6,     -0.000,     -0.014,      1.318,        0.0,      970.8,        0.0,     55.791,      0.000,      92778,      81677,    536.462,     -6.656,       0.00,       0.00,     120.83,       0.00,       -350
-322,      95.04,      91360,      60.56,       0.00,      60.56,       2.15,       0.00,       0.00,      95.04,      541.6,      541.6,     -0.000,     -0.013,      1.320,        0.0,      996.8,        0.0,     57.417,      0.000,      91838,      81500,    536.462,     -6.892,       0.00,       0.00,     120.83,       0.00,       -350
-321,      97.65,      90522,      62.77,       0.00,      62.77,       2.21,       0.00,       0.00,      97.65,      532.0,      532.0,     -0.000,     -0.012,      1.321,        0.0,     1022.7,        0.0,     58.832,      0.000,      90964,      81430,    536.462,     -7.131,       0.00,       0.00,     120.83,       0.00,       -350
-320,     100.32,      89740,      65.08,       0.00,      65.08,       2.31,       0.00,       0.00,     100.32,      522.9,      522.9,     -0.000,     -0.011,      1.323,        0.0,     1048.7,        0.0,     59.780,      0.000,      90241,      81481,    536.462,     -7.372,       0.00,       0.00,     120.83,       0.00,       -350
-319,     103.03,      89047,      67.47,       0.00,      67.47,       2.39,       0.00,       0.00,     103.03,      514.3,      514.3,     -0.000,     -0.010,      1.324,        0.0,     1074.6,        0.0,     60.437,      0.000,      89608,      81666,    536.462,     -7.616,       0.00,       0.00,     120.83,       0.00,       -350
-318,     105.79,      88430,      69.94,       0.00,      69.94,       2.47,       0.00,       0.00,     105.79,      506.0,      506.0,     -0.000,     -0.009,      1.325,        0.0,     1100.6,        0.0,     60.848,      0.000,      89048,      82003,    536.462,     -7.863,       0.00,       0.00,     120.83,       0.00,       -350
-317,     108.60,      87875,      72.48,       0.00,      72.48,       2.54,       0.00,       0.00,     108.60,      498.1,      498.1,     -0.000,     -0.008,      1.326,        0.0,     1126.5,        0.0,     61.044,      0.000,      88549,      82506,    536.462,     -8.111,       0.00,       0.00,     120.83,       0.00,       -350
-316,     111.46,      87373,      75.08,       0.00,      75.08,       2.60,       0.00,       0.00,     111.46,      490.7,      490.7,     -0.000,     -0.007,      1.327,        0.0,     1152.5,        0.0,     61.061,      0.000,      88101,      83191,    536.462,     -8.363,       0.00,       0.00,     120.83,       0.00,       -350
-315,     114.36,      86914,      77.74,       0.00,      77.74,       2.66,       0.00,       0.00,     114.36,      483.6,      483.6,     -0.000,     -0.006,      1.329,        0.0,     1178.4,        0.0,     60.932,      0.000,      87694,      84073,    536.462,     -8.617,       0.00,       0.00,     120.83,       0.00,       -350
-314,     117.30,      86491,      80.45,       0.00,      80.45,       2.71,       0.00,       0.00,     117.30,      476.9,      476.9,     -0.000,     -0.005,      1.330,        0.0,     1204.3,        0.0,     60.664,      0.000,      87320,      85165,    536.462,     -8.873,       0.00,       0.00,     120.83,       0.00,       -350
-313,     120.28,      86097,      83.20,       0.00,      83.20,       2.75,       0.00,       0.00,     120.28,      470.5,      470.5,     -0.000,     -0.004,      1.330,        0.0,     1230.3,        0.0,     60.281,      0.000,      86973,      86478,    536.462,     -9.132,       0.00,       0.00,     120.83,       0.00,       -350
-312,     123.31,      85725,      85.99,       0.00,      85.99,       2.79,       0.00,       0.00,     123.31,      464.5,      464.5,     -0.000,     -0.003,      1.331,        0.0,     1255.1,        0.0,     59.832,      0.000,      86635,      88018,    536.462,     -9.393,       0.00,       0.00,     120.83,       0.00,       -350
-311,     126.37,      85371,      88.81,       0.00,      88.81,       2.82,       0.00,       0.00,     126.37,      458.8,      458.8,     -0.000,     -0.003,      1.332,        0.0,     1278.7,        0.0,     59.399,      0.000,      86280,      89788,    536.462,     -9.656,       0.00,       0.00,     120.83,       0.00,       -350
-310,     129.47,      85031,      91.65,       0.00,      91.65,       2.85,       0.00,       0.00,     129.47,      453.5,      453.5,     -0.000,     -0.002,      1.333,        0.0,     1302.3,        0.0,     58.895,      0.000,      85935,      91784,    536.462,     -9.921,       0.00,       0.00,     120.83,       0.00,       -350
-309,     132.61,      84702,      94.53,       0.00,      94.53,       2.87,       0.00,       0.00,     132.61,      448.4,      448.4,     -0.000,     -0.001,      1.334,        0.0,     1326.5,        0.0,     58.334,      0.000,      85599,      93994,    536.462,    -10.189,       0.00,       0.00,     120.83,       0.00,       -350
-308,     135.79,      84381,      97.42,       0.00,      97.42,       2.89,       0.00,       0.00,     135.79,      443.6,      443.6,     -0.000,     -0.000,      1.335,        0.0,     1351.7,        0.0,     57.721,      0.000,      85272,      96399,    536.462,    -10.458,       0.00,       0.00,     120.83,       0.00,       -350
-307,     138.99,      84070,     100.33,       0.00,     100.33,       2.91,       0.00,       0.00,     138.99,      439.0,      439.0,     -0.000,      0.000,      1.335,        0.0,     1376.8,        0.0,     57.062,      0.000,      84950,      98971,    536.462,    -10.729,       0.00,       0.00,     120.83,       0.00,       -350
-306,     142.23,      83764,     103.26,       0.00,     103.26,       2.93,       0.00,       0.00,     142.23,      434.6,      434.6,     -0.000,      0.001,      1.336,        0.0,     1402.5,        0.0,     56.366,      0.000,      84633,     101675,    536.462,    -11.002,       0.00,       0.00,     120.83,       0.00,       -350
-305,     145.50,      83463,     106.20,       0.00,     106.20,       2.94,       0.00,       0.00,     145.50,      430.5,      430.5,     -0.000,      0.002,      1.337,        0.0,     1428.4,        0.0,     55.636,      0.000,      84321,     104469,    536.462,    -11.276,       0.00,       0.00,     120.83,       0.00,       -350
-304,     148.80,      83167,     109.15,       0.00,     109.15,       2.95,       0.00,       0.00,     148.80,      426.6,      426.6,     -0.000,      0.002,      1.337,        0.0,     1454.4,        0.0,     54.880,      0.000,      84011,     107307,    536.462,    -11.551,       0.00,       0.00,     120.83,       0.00,       -350
-303,     152.13,      82873,     112.11,       0.00,     112.11,       2.96,       0.00,       0.00,     152.13,      422.9,      422.9,     -0.000,      0.003,      1.338,        0.0,     1479.6,        0.0,     54.106,      0.000,      83703,     110143,    536.462,    -11.828,       0.00,       0.00,     120.83,       0.00,       -350
-302,     155.49,      82581,     115.06,       0.00,     115.06,       2.96,       0.00,       0.00,     155.49,      419.4,      419.4,     -0.000,      0.004,      1.338,        0.0,     1504.8,        0.0,     53.323,      0.000,      83395,     112932,    536.462,    -12.107,       0.00,       0.00,     120.83,       0.00,       -350
-301,     158.87,      82288,     118.02,       0.00,     118.02,       2.96,       0.00,       0.00,     158.87,      416.0,      416.0,     -0.000,      0.004,      1.339,        0.0,     1529.9,        0.0,     52.534,      0.000,      83086,     115632,    536.462,    -12.386,       0.00,       0.00,     120.83,       0.00,       -350
-300,     162.27,      81995,     120.98,       0.00,     120.98,       2.96,       0.00,       0.00,     162.27,      412.8,      412.8,     -0.000,      0.005,      1.339,        0.0,     1554.3,        0.0,     51.746,      0.000,      82777,     118209,    536.462,    -12.666,       0.00,       0.00,     120.83,       0.00,       -350
-299,     165.70,      81702,     123.94,       0.00,     123.94,       2.95,       0.00,       0.00,     165.70,      409.7,      409.7,     -0.000,      0.005,      1.340,        0.0,     1578.7,        0.0,     51.004,      0.000,      82460,     120637,    536.462,    -12.947,       0.00,       0.00,     120.83,       0.00,       -350
-298,     169.15,      81409,     126.89,       0.00,     126.89,       2.95,       0.00,       0.00,     169.15,      406.8,      406.8,     -0.000,      0.006,      1.340,        0.0,     1602.7,        0.0,     50.248,      0.000,      82143,     122900,    536.462,    -13.228,       0.00,       0.00,     120.83,       0.00,       -350
-297,     172.62,      81115,     129.83,       0.00,     129.83,       2.94,       0.00,       0.00,     172.62,      404.0,      404.0,     -0.000,      0.007,      1.341,        0.0,     1625.5,        0.0,     49.495,      0.000,      81825,     124988,    536.462,    -13.510,       0.00,       0.00,     120.83,       0.00,       -350
-296,     176.10,      80820,     132.76,       0.00,     132.76,       2.93,       0.00,       0.00,     176.10,      401.4,      401.4,     -0.000,      0.007,      1.341,        0.0,     1648.3,        0.0,     48.754,      0.000,      81507,     126901,    536.462,    -13.793,       0.00,       0.00,     120.83,       0.00,       -350
-295,     179.60,      80524,     135.68,       0.00,     135.68,       2.92,       0.00,       0.00,     179.60,      398.8,      398.8,     -0.000,      0.008,      1.341,        0.0,     1670.7,        0.0,     48.029,      0.000,      81188,     128641,    536.462,    -14.075,       0.00,       0.00,     120.83,       0.00,       -350
-294,     183.12,      80228,     138.59,       0.00,     138.59,       2.91,       0.00,       0.00,     183.12,      396.4,      396.4,     -0.000,      0.008,      1.342,        0.0,     1692.7,        0.0,     47.322,      0.000,      80870,     130219,    536.462,    -14.358,       0.00,       0.00,     120.83,       0.00,       -350
-293,     186.65,      79931,     141.49,       0.00,     141.49,       2.90,       0.00,       0.00,     186.65,      394.1,      394.1,     -0.000,      0.009,      1.342,        0.0,     1714.7,        0.0,     46.635,      0.000,      80553,     131644,    536.462,    -14.641,       0.00,       0.00,     120.83,       0.00,       -350
-292,     190.20,      79635,     144.38,       0.00,     144.38,       2.89,       0.00,       0.00,     190.20,      391.8,      391.8,     -0.000,      0.009,      1.342,        0.0,     1735.7,        0.0,     45.969,      0.000,      80237,     132929,    536.462,    -14.924,       0.00,       0.00,     120.83,       0.00,       -350
-291,     193.76,      79339,     147.25,       0.00,     147.25,       2.87,       0.00,       0.00,     193.76,      389.7,      389.7,     -0.000,      0.010,      1.343,        0.0,     1756.1,        0.0,     45.327,      0.000,      79923,     134089,    536.462,    -15.206,       0.00,       0.00,     120.83,       0.00,       -350
-290,     197.32,      79045,     150.11,       0.00,     150.11,       2.86,       0.00,       0.00,     197.32,      387.6,      387.6,     -0.000,      0.010,      1.343,        0.0,     1776.6,        0.0,     44.708,      0.000,      79611,     135135,    536.462,    -15.489,       0.00,       0.00,     120.83,       0.00,       -350
-289,     200.90,      78752,     152.96,       0.00,     152.96,       2.85,       0.00,       0.00,     200.90,      385.7,      385.7,     -0.000,      0.011,      1.343,        0.0,     1795.6,        0.0,     44.112,      0.000,      79302,     136082,    536.462,    -15.770,       0.00,       0.00,     120.83,       0.00,       -350
-288,     204.48,      78462,     155.79,       0.00,     155.79,       2.83,       0.00,       0.00,     204.48,      383.8,      383.8,     -0.000,      0.011,      1.344,        0.0,     1814.5,        0.0,     43.541,      0.000,      78995,     136941,    536.462,    -16.052,       0.00,       0.00,     120.83,       0.00,       -350
-287,     208.06,      78174,     158.61,       0.00,     158.61,       2.82,       0.00,       0.00,     208.06,      382.0,      382.0,     -0.000,      0.012,      1.344,        0.0,     1833.3,        0.0,     42.992,      0.000,      78692,     137723,    536.462,    -16.332,       0.00,       0.00,     120.83,       0.00,       -350
-286,     211.65,      77889,     161.42,       0.00,     161.42,       2.81,       0.00,       0.00,     211.65,      380.2,      380.2,     -0.000,      0.012,      1.344,        0.0,     1851.4,        0.0,     42.465,      0.000,      78394,     138437,    536.462,    -16.612,       0.00,       0.00,     120.83,       0.00,       -350
-285,     215.25,      77608,     164.21,       0.00,     164.21,       2.79,       0.00,       0.00,     215.25,      378.5,      378.5,     -0.000,      0.013,      1.344,        0.0,     1869.4,        0.0,     41.960,      0.000,      78100,     139094,    536.462,    -16.891,       0.00,       0.00,     120.83,       0.00,       -350
-284,     218.85,      77332,     166.99,       0.00,     166.99,       2.78,       0.00,       0.00,     218.85,      376.9,      376.9,     -0.000,      0.013,      1.345,        0.0,     1886.6,        0.0,     41.475,      0.000,      77811,     139700,    536.462,    -17.169,       0.00,       0.00,     120.83,       0.00,       -350
-283,     222.44,      77061,     169.75,       0.00,     169.75,       2.76,       0.00,       0.00,     222.44,      375.4,      375.4,     -0.000,      0.014,      1.345,        0.0,     1901.6,        0.0,     41.009,      0.000,      77527,     140263,    536.462,    -17.446,       0.00,       0.00,     120.83,       0.00,       -350
-282,     226.04,      76794,     172.50,       0.00,     172.50,       2.75,       0.00,       0.00,     226.04,      373.9,      373.9,     -0.000,      0.014,      1.345,        0.0,     1916.6,        0.0,     40.566,      0.000,      77248,     140790,    536.462,    -17.722,       0.00,       0.00,     120.83,       0.00,       -350
-281,     229.63,      76531,     175.24,       0.00,     175.24,       2.74,       0.00,       0.00,     229.63,      372.4,      372.4,     -0.000,      0.014,      1.345,        0.0,     1931.8,        0.0,     40.143,      0.000,      76975,     141288,    536.462,    -17.997,       0.00,       0.00,     120.83,       0.00,       -350
-280,     233.22,      76274,     177.96,       0.00,     177.96,       2.72,       0.00,       0.00,     233.22,      371.1,      371.1,     -0.000,      0.015,      1.345,        0.0,     1947.5,        0.0,     39.736,      0.000,      76708,     141763,    536.462,    -18.271,       0.00,       0.00,     120.83,       0.00,       -350
-279,     236.81,      76024,     180.68,       0.00,     180.68,       2.71,       0.00,       0.00,     236.81,      369.7,      369.7,     -0.000,      0.015,      1.346,        0.0,     1963.2,        0.0,     39.342,      0.000,      76447,     142219,    536.462,    -18.543,       0.00,       0.00,     120.83,       0.00,       -350
-278,     240.38,      75781,     183.38,       0.00,     183.38,       2.70,       0.00,       0.00,     240.38,      368.4,      368.4,     -0.000,      0.016,      1.346,        0.0,     1977.9,        0.0,     38.954,      0.000,      76195,     142663,    536.462,    -18.814,       0.00,       0.00,     120.83,       0.00,       -350
-277,     243.96,      75544,     186.07,       0.00,     186.07,       2.69,       0.00,       0.00,     243.96,      367.2,      367.2,     -0.000,      0.016,      1.346,        0.0,     1991.3,        0.0,     38.584,      0.000,      75949,     143098,    536.462,    -19.084,       0.00,       0.00,     120.83,       0.00,       -350
-276,     247.52,      75314,     188.74,       0.00,     188.74,       2.68,       0.00,       0.00,     247.52,      366.0,      366.0,     -0.000,      0.017,      1.346,        0.0,     2004.6,        0.0,     38.228,      0.000,      75710,     143530,    536.462,    -19.352,       0.00,       0.00,     120.83,       0.00,       -350
-275,     251.07,      75090,     191.41,       0.00,     191.41,       2.66,       0.00,       0.00,     251.07,      364.9,      364.9,     -0.000,      0.017,      1.346,        0.0,     2017.5,        0.0,     37.882,      0.000,      75479,     143962,    536.462,    -19.618,       0.00,       0.00,     120.83,       0.00,       -350
-274,     254.62,      74874,     194.06,       0.00,     194.06,       2.65,       0.00,       0.00,     254.62,      363.8,      363.8,     -0.000,      0.017,      1.346,        0.0,     2030.1,        0.0,     37.544,      0.000,      75255,     144397,    536.462,    -19.883,       0.00,       0.00,     120.83,       0.00,       -350
-273,     258.15,      74665,     196.70,       0.00,     196.70,       2.64,       0.00,       0.00,     258.15,      362.7,      362.7,     -0.000,      0.018,      1.347,        0.0,     2042.7,        0.0,     37.212,      0.000,      75038,     144839,    536.462,    -20.146,       0.00,       0.00,     120.83,       0.00,       -350
-272,     261.66,      74463,     199.32,       0.00,     199.32,       2.63,       0.00,       0.00,     261.66,      361.7,      361.7,     -0.000,      0.018,      1.347,        0.0,     2054.6,        0.0,     36.883,      0.000,      74828,     145291,    536.462,    -20.408,       0.00,       0.00,     120.83,       0.00,       -350
-271,     265.17,      74268,     201.93,       0.00,     201.93,       2.61,       0.00,       0.00,     265.17,      360.7,      360.7,     -0.000,      0.018,      1.347,        0.0,     2066.3,        0.0,     36.554,      0.000,      74626,     145753,    536.462,    -20.667,       0.00,       0.00,     120.83,       0.00,       -350
-270,     268.66,      74080,     204.53,       0.00,     204.53,       2.60,       0.00,       0.00,     268.66,      359.8,      359.8,     -0.000,      0.019,      1.347,        0.0,     2078.0,        0.0,     36.222,      0.000,      74430,     146227,    536.462,    -20.925,       0.00,       0.00,     120.83,       0.00,       -350
-269,     272.13,      73898,     207.12,       0.00,     207.12,       2.58,       0.00,       0.00,     272.13,      358.8,      358.8,     -0.000,      0.019,      1.347,        0.0,     2087.4,        0.0,     35.881,      0.000,      74242,     146715,    536.462,    -21.181,       0.00,       0.00,     120.83,       0.00,       -349
-268,     275.58,      73722,     209.68,       0.00,     209.68,       2.56,       0.00,       0.00,     275.58,      358.0,      358.0,     -0.000,      0.020,      1.347,        0.0,     2096.8,        0.0,     35.529,      0.000,      74059,     147216,    536.462,    -21.435,       0.00,       0.00,     120.83,       0.00,       -349
-267,     279.02,      73552,     212.22,       0.00,     212.22,       2.54,       0.00,       0.00,     279.02,      357.1,      357.1,     -0.000,      0.020,      1.347,        0.0,     2106.0,        0.0,     35.161,      0.000,      73880,     147732,    536.462,    -21.687,       0.00,       0.00,     120.83,       0.00,       -349
-266,     282.44,      73386,     214.75,       0.00,     214.75,       2.52,       0.00,       0.00,     282.44,      356.3,      356.3,     -0.000,      0.020,      1.348,        0.0,     2114.7,        0.0,     34.771,      0.000,      73706,     148260,    536.462,    -21.937,       0.00,       0.00,     120.83,       0.00,       -349
-265,     285.83,      73224,     217.25,       0.00,     217.25,       2.50,       0.00,       0.00,     285.83,      355.5,      355.5,     -0.000,      0.021,      1.348,        0.0,     2123.3,        0.0,     34.355,      0.000,      73536,     148799,    536.462,    -22.185,       0.00,       0.00,     120.83,       0.00,       -349
-264,     289.21,      73065,     219.72,       0.00,     219.72,       2.47,       0.00,       0.00,     289.21,      354.7,      354.7,     -0.000,      0.021,      1.348,        0.0,     2131.6,        0.0,     33.908,      0.000,      73369,     149348,    536.462,    -22.431,       0.00,       0.00,     120.83,       0.00,       -349
-263,     292.56,      72909,     222.16,       0.00,     222.16,       2.44,       0.00,       0.00,     292.56,      354.0,      354.0,     -0.000,      0.021,      1.348,        0.0,     2139.5,        0.0,     33.427,      0.000,      73203,     149904,    536.462,    -22.675,       0.00,       0.00,     120.83,       0.00,       -349
