CA, Vcyl, PCyl, Mcyl, Mb, Mu, Min, Mout, Vb, Vu, Tb, Tu, Qb, Qu, Gamma, FuelM, IV A, EV A, IV V, EV V, IV P, EV P, WWork, PWork, CO, NO, CO2, HC, htLoss
-359,      45.36,      84352,      18.31,      18.31,       0.00,      -0.05,      -0.04,       0.00,       0.00,      765.6,      761.1,     -0.025,     -0.024,      1.289,        0.0,       95.0,       72.2,     -3.027,     -2.387,      84157,      84671,    552.116,     -0.076,       0.00,       0.00,     120.83,       0.00,   -439.653
-358,      45.48,      83774,      18.33,      18.33,       0.00,      -0.03,      -0.05,       0.00,       0.00,      761.1,      756.9,     -0.024,     -0.024,      1.290,        0.0,      109.9,       64.5,     -1.707,     -3.342,      83568,      84174,    552.116,     -0.089,       0.00,       0.00,     120.83,       0.00,   -439.701
-357,      45.67,      83234,      18.39,      18.39,       0.00,      -0.00,      -0.06,       0.00,       0.00,      756.9,      752.8,     -0.024,     -0.024,      1.291,        0.0,      124.9,       56.8,      0.000,     -3.777,      82874,      83755,    552.116,     -0.108,       0.00,       0.00,     120.83,       0.00,   -439.749
-356,      45.93,      82705,      18.48,      18.48,       0.00,       0.03,      -0.06,       0.00,       0.00,      752.8,      748.8,     -0.024,     -0.023,      1.291,        0.0,      141.4,       52.7,      1.614,     -4.060,      82174,      83339,    552.116,     -0.134,       0.00,       0.00,     120.83,       0.00,   -439.796
-355,      46.28,      82151,      18.59,      18.59,       0.00,       0.05,      -0.06,       0.00,       0.00,      748.8,      744.8,     -0.023,     -0.023,      1.291,        0.0,      160.2,       48.5,      3.046,     -4.171,      81517,      82926,    552.116,     -0.165,       0.00,       0.00,     120.83,       0.00,   -439.843
-354,      46.70,      81571,      18.73,      18.73,       0.00,       0.07,      -0.06,       0.00,       0.00,      744.8,      740.7,     -0.023,     -0.023,      1.292,        0.0,      179.1,       44.6,      4.522,     -4.196,      80854,      82496,    552.116,     -0.202,       0.00,       0.00,     120.83,       0.00,   -439.889
-353,      47.19,      80977,      18.89,      18.89,       0.00,       0.10,      -0.06,       0.00,       0.00,      740.7,      736.7,     -0.023,     -0.023,      1.292,        0.0,      199.4,       41.8,      6.099,     -4.230,      80178,      82033,    552.116,     -0.246,       0.00,       0.00,     120.83,       0.00,   -439.935
-352,      47.77,      80370,      19.08,      19.08,       0.00,       0.13,      -0.06,       0.00,       0.00,      736.7,      732.7,     -0.023,     -0.022,      1.293,        0.0,      220.6,       39.0,      7.726,     -4.197,      79496,      81553,    552.116,     -0.294,       0.00,       0.00,     120.83,       0.00,   -439.980
-351,      48.41,      79753,      19.30,      19.30,       0.00,       0.16,      -0.06,       0.00,       0.00,      732.7,      728.5,     -0.022,     -0.022,      1.293,        0.0,      241.9,       36.4,      9.401,     -4.135,      78811,      81057,    552.116,     -0.349,       0.00,       0.00,     120.83,       0.00,   -440.025
-350,      49.13,      79135,      19.55,      19.55,       0.00,       0.19,      -0.06,       0.00,       0.00,      728.5,      724.2,     -0.022,     -0.022,      1.294,        0.0,      265.7,       34.4,     11.145,     -4.077,      78120,      80546,    552.116,     -0.409,       0.00,       0.00,     120.83,       0.00,   -440.069
-349,      49.93,      78517,      19.84,      19.84,       0.06,       0.22,      -0.06,       0.00,       0.00,      724.2,      719.8,     -0.022,     -0.022,      1.295,        0.0,      290.1,       32.3,     12.915,     -3.985,      77433,      80037,    552.116,     -0.475,       0.00,       0.00,     120.83,       0.00,   -440.113
-348,      50.80,      77900,      20.15,      19.89,       0.32,       0.26,      -0.06,       0.00,       0.00,      719.8,      715.2,     -0.022,     -0.021,      1.295,        0.0,      314.5,       30.2,     14.708,     -3.868,      76754,      79539,    552.116,     -0.545,       0.00,       0.00,     120.83,       0.00,   -440.156
-347,      51.75,      77287,      20.51,      19.95,       0.62,       0.30,      -0.05,       0.00,       0.00,      715.2,      710.2,     -0.022,     -0.021,      1.296,        0.0,      339.6,       28.1,     16.519,     -3.732,      76082,      79063,    552.116,     -0.621,       0.00,       0.00,     120.83,       0.00,   -440.199
-346,      52.76,      76678,      20.90,      20.00,       0.96,       0.34,      -0.05,       0.00,       0.00,      710.2,      705.0,     -0.021,     -0.021,      1.296,        0.0,      364.8,       26.0,     18.340,     -3.581,      75422,      78621,    552.116,     -0.702,       0.00,       0.00,     120.83,       0.00,   -440.241
-345,      53.85,      76076,      21.33,      20.05,       1.34,       0.38,      -0.05,       0.00,       0.00,      705.0,      699.4,     -0.021,     -0.021,      1.297,        0.0,      389.9,       23.9,     20.170,     -3.417,      74774,      78228,    552.116,     -0.788,       0.00,       0.00,     120.83,       0.00,   -440.283
-344,      55.02,      75481,      21.81,      20.10,       1.77,       0.43,      -0.05,       0.00,       0.00,      699.4,      693.5,     -0.021,     -0.020,      1.298,        0.0,      415.1,       21.8,     22.007,     -3.243,      74139,      77898,    552.116,     -0.878,       0.00,       0.00,     120.83,       0.00,   -440.324
-343,      56.25,      74896,      22.33,      20.14,       2.25,       0.48,      -0.04,       0.00,       0.00,      693.5,      687.1,     -0.020,     -0.020,      1.298,        0.0,      440.2,       19.7,     23.853,     -3.057,      73519,      77648,    552.116,     -0.974,       0.00,       0.00,     120.83,       0.00,   -440.364
-342,      57.56,      74330,      22.90,      20.18,       2.78,       0.53,      -0.04,       0.00,       0.00,      687.1,      680.3,     -0.020,     -0.020,      1.299,        0.0,      465.4,       18.3,     25.706,     -2.960,      72916,      77475,    552.116,     -1.073,       0.00,       0.00,     120.83,       0.00,   -440.404
-341,      58.94,      73782,      23.53,      20.22,       3.36,       0.58,      -0.04,       0.00,       0.00,      680.3,      673.2,     -0.020,     -0.019,      1.300,        0.0,      490.6,       16.9,     27.543,     -2.862,      72335,      77417,    552.116,     -1.178,       0.00,       0.00,     120.83,       0.00,   -440.443
-340,      60.38,      73253,      24.20,      20.26,       3.99,       0.64,      -0.04,       0.00,       0.00,      673.2,      665.6,     -0.019,     -0.019,      1.301,        0.0,      515.7,       15.5,     29.372,     -2.754,      71776,      77494,    552.116,     -1.286,       0.00,       0.00,     120.83,       0.00,   -440.482
-339,      61.90,      72742,      24.93,      20.30,       4.69,       0.69,      -0.04,       0.00,       0.00,      665.6,      657.7,     -0.019,     -0.018,      1.302,        0.0,      539.8,       14.1,     31.182,     -2.634,      71244,      77726,    552.116,     -1.399,       0.00,       0.00,     120.83,       0.00,   -440.519
-338,      63.49,      72249,      25.72,      20.34,       5.44,       0.75,      -0.04,       0.00,       0.00,      657.7,      649.5,     -0.019,     -0.018,      1.303,        0.0,      563.4,       12.7,     32.989,     -2.498,      70734,      78134,    552.116,     -1.516,       0.00,       0.00,     120.83,       0.00,   -440.556
-337,      65.14,      71776,      26.57,      20.37,       6.25,       0.81,      -0.03,       0.00,       0.00,      649.5,      640.9,     -0.018,     -0.018,      1.304,        0.0,      587.0,       11.3,     34.805,     -2.350,      70246,      78736,    552.116,     -1.637,       0.00,       0.00,     120.83,       0.00,   -440.591
-336,      66.86,      71324,      27.47,      20.41,       7.12,       0.87,      -0.03,       0.00,       0.00,      640.9,      632.2,     -0.018,     -0.017,      1.306,        0.0,      611.5,       10.1,     36.646,     -2.197,      69777,      79552,    552.116,     -1.762,       0.00,       0.00,     120.83,       0.00,   -440.626
-335,      68.65,      70894,      28.44,      20.43,       8.06,       0.94,      -0.03,       0.00,       0.00,      632.2,      623.2,     -0.017,     -0.016,      1.307,        0.0,      636.7,        8.8,     38.504,     -2.018,      69328,      80599,    552.116,     -1.891,       0.00,       0.00,     120.83,       0.00,   -440.659
-334,      70.50,      70486,      29.48,      20.46,       9.07,       1.01,      -0.03,       0.00,       0.00,      623.2,      614.0,     -0.017,     -0.016,      1.308,        0.0,      661.8,        7.5,     40.389,     -1.803,      68898,      81893,    552.116,     -2.024,       0.00,       0.00,     120.83,       0.00,   -440.692
-333,      72.41,      70098,      30.57,      20.49,      10.14,       1.07,      -0.02,       0.00,       0.00,      614.0,      604.7,     -0.016,     -0.015,      1.309,        0.0,      687.6,        6.1,     42.303,     -1.535,      68488,      83447,    552.116,     -2.160,       0.00,       0.00,     120.83,       0.00,   -440.723
-332,      74.40,      69730,      31.74,      20.50,      11.29,       1.15,      -0.02,       0.00,       0.00,      604.7,      595.3,     -0.015,     -0.015,      1.311,        0.0,      713.6,        4.7,     44.247,     -1.234,      68097,      85266,    552.116,     -2.301,       0.00,       0.00,     120.83,       0.00,   -440.753
-331,      76.44,      69387,      32.97,      20.52,      12.51,       1.22,      -0.02,       0.00,       0.00,      595.3,      585.9,     -0.015,     -0.014,      1.312,        0.0,      739.5,        3.6,     46.225,     -0.982,      67727,      87324,    552.116,     -2.445,       0.00,       0.00,     120.83,       0.00,   -440.782
-330,      78.54,      69075,      34.28,      20.53,      13.80,       1.29,      -0.01,       0.00,       0.00,      585.9,      576.4,     -0.014,     -0.013,      1.313,        0.0,      765.5,        2.9,     48.227,     -0.819,      67378,      89601,    552.116,     -2.592,       0.00,       0.00,     120.83,       0.00,   -440.810
-329,      80.71,      68793,      35.66,      20.54,      15.17,       1.37,      -0.01,       0.00,       0.00,      576.4,      567.1,     -0.014,     -0.013,      1.315,        0.0,      791.4,        2.2,     50.234,     -0.641,      67058,      92104,    552.116,     -2.743,       0.00,       0.00,     120.83,       0.00,   -440.836
-328,      82.93,      68538,      37.11,      20.55,      16.62,       1.45,      -0.01,       0.00,       0.00,      567.1,      557.8,     -0.013,     -0.012,      1.316,        0.0,      817.4,        1.5,     52.256,     -0.450,      66763,      94807,    552.116,     -2.898,       0.00,       0.00,     120.83,       0.00,   -440.861
-327,      85.22,      68312,      38.64,      20.56,      18.14,       1.53,      -0.00,       0.00,       0.00,      557.8,      548.7,     -0.012,     -0.011,      1.317,        0.0,      843.3,        0.8,     54.296,     -0.249,      66493,      97677,    552.116,     -3.056,       0.00,       0.00,     120.83,       0.00,   -440.884
-326,      87.56,      68113,      40.25,      20.56,      19.75,       1.61,      -0.00,       0.00,       0.00,      548.7,      539.7,     -0.011,     -0.011,      1.319,        0.0,      869.3,        0.1,     56.359,     -0.040,      66247,     100674,    552.116,     -3.217,       0.00,       0.00,     120.83,       0.00,   -440.906
-325,      89.96,      67952,      41.93,      20.56,      21.43,       1.69,      -0.00,       0.00,       0.00,      539.7,      530.9,     -0.011,     -0.010,      1.320,        0.0,      894.9,        0.0,     58.439,      0.000,      66025,     103716,    552.116,     -3.382,       0.00,       0.00,     120.83,       0.00,   -440.927
-324,      92.41,      67828,      43.70,      20.56,      23.20,       1.77,      -0.00,       0.00,       0.00,      530.9,      522.4,     -0.010,     -0.009,      1.321,        0.0,      920.0,        0.0,     60.505,      0.000,      65836,     106810,    552.116,     -3.550,       0.00,       0.00,     120.83,       0.00,   -440.946
-323,      94.92,      65432,      45.52,       0.00,      45.52,       1.82,      -0.00,       0.00,      94.92,      517.5,      517.5,     -0.000,     -0.009,      1.323,        0.0,      945.2,        0.0,     61.501,      0.000,      65945,     109912,    552.116,     -3.716,       0.00,       0.00,     120.83,       0.00,   -440.955
-322,      97.48,      65177,      47.44,       0.00,      47.44,       1.92,      -0.00,       0.00,      97.48,      508.6,      508.6,     -0.000,     -0.008,      1.325,        0.0,      970.8,        0.0,     64.103,      0.000,      65669,     112977,    552.116,     -3.885,       0.00,       0.00,     120.83,       0.00,   -440.963
-321,     100.09,      64994,      49.45,       0.00,      49.45,       2.01,      -0.00,       0.00,     100.09,      500.0,      500.0,     -0.000,     -0.007,      1.326,        0.0,      996.8,        0.0,     66.559,      0.000,      65459,     115959,    552.116,     -4.056,       0.00,       0.00,     120.83,       0.00,   -440.970
-320,     102.75,      64876,      51.56,       0.00,      51.56,       2.10,      -0.00,       0.00,     102.75,      491.9,      491.9,     -0.000,     -0.006,      1.327,        0.0,     1022.7,        0.0,     68.810,      0.000,      65318,     118816,    552.116,     -4.231,       0.00,       0.00,     120.83,       0.00,   -440.976
-319,     105.47,      64820,      53.79,       0.00,      53.79,       2.23,      -0.00,       0.00,     105.47,      484.1,      484.1,     -0.000,     -0.006,      1.328,        0.0,     1048.7,        0.0,     70.491,      0.000,      65335,     121518,    552.116,     -4.408,       0.00,       0.00,     120.83,       0.00,   -440.982
-318,     108.23,      64855,      56.15,       0.00,      56.15,       2.36,      -0.00,       0.00,     108.23,      476.8,      476.8,     -0.000,     -0.005,      1.330,        0.0,     1074.6,        0.0,     71.857,      0.000,      65446,     124044,    552.116,     -4.589,       0.00,       0.00,     120.83,       0.00,   -440.987
-317,     111.04,      64972,      58.63,       0.00,      58.63,       2.48,      -0.00,       0.00,     111.04,      469.7,      469.7,     -0.000,     -0.004,      1.331,        0.0,     1100.6,        0.0,     72.994,      0.000,      65643,     126384,    552.116,     -4.773,       0.00,       0.00,     120.83,       0.00,   -440.991
-316,     113.89,      65161,      61.23,       0.00,      61.23,       2.60,      -0.00,       0.00,     113.89,      463.1,      463.1,     -0.000,     -0.004,      1.332,        0.0,     1126.5,        0.0,     73.920,      0.000,      65915,     128535,    552.116,     -4.960,       0.00,       0.00,     120.83,       0.00,   -440.995
-315,     116.79,      65414,      63.94,       0.00,      63.94,       2.71,      -0.00,       0.00,     116.79,      456.8,      456.8,     -0.000,     -0.003,      1.333,        0.0,     1152.5,        0.0,     74.631,      0.000,      66254,     130498,    552.116,     -5.151,       0.00,       0.00,     120.83,       0.00,   -440.998
-314,     119.73,      65725,      66.76,       0.00,      66.76,       2.83,      -0.00,       0.00,     119.73,      450.9,      450.9,     -0.000,     -0.002,      1.333,        0.0,     1178.4,        0.0,     75.153,      0.000,      66652,     132279,    552.116,     -5.346,       0.00,       0.00,     120.83,       0.00,   -441.000
-313,     122.72,      66087,      69.70,       0.00,      69.70,       2.93,      -0.00,       0.00,     122.72,      445.3,      445.3,     -0.000,     -0.002,      1.334,        0.0,     1204.3,        0.0,     75.531,      0.000,      67103,     133888,    552.116,     -5.545,       0.00,       0.00,     120.83,       0.00,   -441.001
-312,     125.74,      66493,      72.74,       0.00,      72.74,       3.04,      -0.00,       0.00,     125.74,      440.0,      440.0,     -0.000,     -0.001,      1.335,        0.0,     1230.3,        0.0,     75.774,      0.000,      67600,     135334,    552.116,     -5.747,       0.00,       0.00,     120.83,       0.00,   -441.002
-311,     128.81,      66939,      75.88,       0.00,      75.88,       3.14,      -0.00,       0.00,     128.81,      435.1,      435.1,     -0.000,     -0.000,      1.336,        0.0,     1255.1,        0.0,     75.926,      0.000,      68125,     136632,    552.116,     -5.953,       0.00,       0.00,     120.83,       0.00,   -441.003
-310,     131.91,      67418,      79.13,       0.00,      79.13,       3.25,      -0.00,       0.00,     131.91,      430.4,      430.4,     -0.000,      0.000,      1.337,        0.0,     1278.7,        0.0,     76.121,      0.000,      68641,     137796,    552.116,     -6.164,       0.00,       0.00,     120.83,       0.00,   -441.002
-309,     135.05,      67928,      82.47,       0.00,      82.47,       3.34,      -0.00,       0.00,     135.05,      426.0,      426.0,     -0.000,      0.001,      1.337,        0.0,     1302.3,        0.0,     76.216,      0.000,      69185,     138839,    552.116,     -6.378,       0.00,       0.00,     120.83,       0.00,   -441.001
-308,     138.22,      68465,      85.92,       0.00,      85.92,       3.44,      -0.00,       0.00,     138.22,      421.9,      421.9,     -0.000,      0.002,      1.338,        0.0,     1326.5,        0.0,     76.209,      0.000,      69754,     139777,    552.116,     -6.597,       0.00,       0.00,     120.83,       0.00,   -441.000
-307,     141.43,      69026,      89.45,       0.00,      89.45,       3.54,      -0.00,       0.00,     141.43,      418.0,      418.0,     -0.000,      0.002,      1.338,        0.0,     1351.7,        0.0,     76.113,      0.000,      70344,     140623,    552.116,     -6.819,       0.00,       0.00,     120.83,       0.00,   -440.998
-306,     144.67,      69610,      93.09,       0.00,      93.09,       3.63,      -0.00,       0.00,     144.67,      414.3,      414.3,     -0.000,      0.003,      1.339,        0.0,     1376.8,        0.0,     75.928,      0.000,      70955,     141389,    552.116,     -7.046,       0.00,       0.00,     120.83,       0.00,   -440.995
-305,     147.94,      70213,      96.81,       0.00,      96.81,       3.72,      -0.00,       0.00,     147.94,      410.9,      410.9,     -0.000,      0.003,      1.340,        0.0,     1402.5,        0.0,     75.666,      0.000,      71582,     142087,    552.116,     -7.276,       0.00,       0.00,     120.83,       0.00,   -440.992
-304,     151.24,      70833,     100.62,       0.00,     100.62,       3.81,      -0.00,       0.00,     151.24,      407.7,      407.7,     -0.000,      0.004,      1.340,        0.0,     1428.4,        0.0,     75.329,      0.000,      72224,     142726,    552.116,     -7.511,       0.00,       0.00,     120.83,       0.00,   -440.988
-303,     154.57,      71468,     104.52,       0.00,     104.52,       3.90,      -0.00,       0.00,     154.57,      404.6,      404.6,     -0.000,      0.004,      1.340,        0.0,     1454.4,        0.0,     74.919,      0.000,      72878,     143318,    552.116,     -7.750,       0.00,       0.00,     120.83,       0.00,   -440.984
-302,     157.92,      72114,     108.50,       0.00,     108.50,       3.98,      -0.00,       0.00,     157.92,      401.8,      401.8,     -0.000,      0.005,      1.341,        0.0,     1479.6,        0.0,     74.446,      0.000,      73539,     143871,    552.116,     -7.993,       0.00,       0.00,     120.83,       0.00,   -440.979
-301,     161.30,      72768,     112.56,       0.00,     112.56,       4.06,      -0.00,       0.00,     161.30,      399.1,      399.1,     -0.000,      0.005,      1.341,        0.0,     1504.8,        0.0,     73.918,      0.000,      74206,     144392,    552.116,     -8.240,       0.00,       0.00,     120.83,       0.00,   -440.973
-300,     164.71,      73428,     116.68,       0.00,     116.68,       4.13,      -0.00,       0.00,     164.71,      396.5,      396.5,     -0.000,      0.006,      1.342,        0.0,     1529.9,        0.0,     73.339,      0.000,      74876,     144889,    552.116,     -8.491,       0.00,       0.00,     120.83,       0.00,   -440.967
-299,     168.14,      74092,     120.88,       0.00,     120.88,       4.20,      -0.00,       0.00,     168.14,      394.1,      394.1,     -0.000,      0.007,      1.342,        0.0,     1554.3,        0.0,     72.716,      0.000,      75545,     145369,    552.116,     -8.745,       0.00,       0.00,     120.83,       0.00,   -440.961
-298,     171.58,      74755,     125.14,       0.00,     125.14,       4.26,      -0.00,       0.00,     171.58,      391.8,      391.8,     -0.000,      0.007,      1.342,        0.0,     1578.7,        0.0,     72.107,      0.000,      76197,     145838,    552.116,     -9.004,       0.00,       0.00,     120.83,       0.00,   -440.953
-297,     175.05,      75419,     129.47,       0.00,     129.47,       4.33,      -0.00,       0.00,     175.05,      389.7,      389.7,     -0.000,      0.008,      1.343,        0.0,     1602.7,        0.0,     71.470,      0.000,      76845,     146300,    552.116,     -9.266,       0.00,       0.00,     120.83,       0.00,   -440.946
-296,     178.54,      76082,     133.85,       0.00,     133.85,       4.38,      -0.00,       0.00,     178.54,      387.6,      387.6,     -0.000,      0.008,      1.343,        0.0,     1625.5,        0.0,     70.797,      0.000,      77490,     146760,    552.116,     -9.532,       0.00,       0.00,     120.83,       0.00,   -440.938
-295,     182.04,      76739,     138.28,       0.00,     138.28,       4.43,      -0.00,       0.00,     182.04,      385.7,      385.7,     -0.000,      0.009,      1.343,        0.0,     1648.3,        0.0,     70.100,      0.000,      78128,     147221,    552.116,     -9.801,       0.00,       0.00,     120.83,       0.00,   -440.929
-294,     185.56,      77391,     142.77,       0.00,     142.77,       4.48,      -0.00,       0.00,     185.56,      383.9,      383.9,     -0.000,      0.009,      1.344,        0.0,     1670.7,        0.0,     69.382,      0.000,      78760,     147687,    552.116,    -10.074,       0.00,       0.00,     120.83,       0.00,   -440.920
-293,     189.09,      78036,     147.29,       0.00,     147.29,       4.53,      -0.00,       0.00,     189.09,      382.2,      382.2,     -0.000,      0.010,      1.344,        0.0,     1692.7,        0.0,     68.649,      0.000,      79383,     148158,    552.116,    -10.350,       0.00,       0.00,     120.83,       0.00,   -440.910
-292,     192.64,      78674,     151.86,       0.00,     151.86,       4.57,      -0.00,       0.00,     192.64,      380.5,      380.5,     -0.000,      0.010,      1.344,        0.0,     1714.7,        0.0,     67.905,      0.000,      79999,     148637,    552.116,    -10.630,       0.00,       0.00,     120.83,       0.00,   -440.900
-291,     196.19,      79303,     156.47,       0.00,     156.47,       4.61,      -0.00,       0.00,     196.19,      378.9,      378.9,     -0.000,      0.011,      1.344,        0.0,     1735.7,        0.0,     67.152,      0.000,      80605,     149122,    552.116,    -10.912,       0.00,       0.00,     120.83,       0.00,   -440.889
-290,     199.76,      79922,     161.11,       0.00,     161.11,       4.64,      -0.00,       0.00,     199.76,      377.5,      377.5,     -0.000,      0.011,      1.344,        0.0,     1756.1,        0.0,     66.397,      0.000,      81201,     149613,    552.116,    -11.197,       0.00,       0.00,     120.83,       0.00,   -440.878
-289,     203.33,      80530,     165.78,       0.00,     165.78,       4.67,      -0.00,       0.00,     203.33,      376.0,      376.0,     -0.000,      0.012,      1.345,        0.0,     1776.6,        0.0,     65.643,      0.000,      81787,     150109,    552.116,    -11.486,       0.00,       0.00,     120.83,       0.00,   -440.866
-288,     206.91,      81128,     170.48,       0.00,     170.48,       4.70,      -0.00,       0.00,     206.91,      374.7,      374.7,     -0.000,      0.012,      1.345,        0.0,     1795.6,        0.0,     64.887,      0.000,      82362,     150605,    552.116,    -11.776,       0.00,       0.00,     120.83,       0.00,   -440.854
-287,     210.50,      81715,     175.20,       0.00,     175.20,       4.72,      -0.00,       0.00,     210.50,      373.4,      373.4,     -0.000,      0.013,      1.345,        0.0,     1814.5,        0.0,     64.137,      0.000,      82925,     151100,    552.116,    -12.070,       0.00,       0.00,     120.83,       0.00,   -440.841
-286,     214.09,      82289,     179.95,       0.00,     179.95,       4.74,      -0.00,       0.00,     214.09,      372.2,      372.2,     -0.000,      0.013,      1.345,        0.0,     1833.3,        0.0,     63.389,      0.000,      83477,     151587,    552.116,    -12.365,       0.00,       0.00,     120.83,       0.00,   -440.828
-285,     217.69,      82852,     184.71,       0.00,     184.71,       4.76,      -0.00,       0.00,     217.69,      371.0,      371.0,     -0.000,      0.014,      1.345,        0.0,     1851.4,        0.0,     62.642,      0.000,      84017,     152063,    552.116,    -12.663,       0.00,       0.00,     120.83,       0.00,   -440.814
-284,     221.28,      83404,     189.49,       0.00,     189.49,       4.78,      -0.00,       0.00,     221.28,      369.9,      369.9,     -0.000,      0.014,      1.346,        0.0,     1869.4,        0.0,     61.889,      0.000,      84545,     152521,    552.116,    -12.963,       0.00,       0.00,     120.83,       0.00,   -440.800
-283,     224.88,      83943,     194.27,       0.00,     194.27,       4.79,      -0.00,       0.00,     224.88,      368.8,      368.8,     -0.000,      0.015,      1.346,        0.0,     1886.6,        0.0,     61.138,      0.000,      85061,     152954,    552.116,    -13.265,       0.00,       0.00,     120.83,       0.00,   -440.785
-282,     228.47,      84471,     199.07,       0.00,     199.07,       4.79,      -0.00,       0.00,     228.47,      367.8,      367.8,     -0.000,      0.015,      1.346,        0.0,     1901.6,        0.0,     60.386,      0.000,      85564,     153355,    552.116,    -13.569,       0.00,       0.00,     120.83,       0.00,   -440.770
-281,     232.07,      84983,     203.86,       0.00,     203.86,       4.80,      -0.00,       0.00,     232.07,      366.8,      366.8,     -0.000,      0.016,      1.346,        0.0,     1916.6,        0.0,     59.634,      0.000,      86052,     153717,    552.116,    -13.874,       0.00,       0.00,     120.83,       0.00,   -440.754
-280,     235.66,      85482,     208.66,       0.00,     208.66,       4.80,      -0.00,       0.00,     235.66,      365.9,      365.9,     -0.000,      0.016,      1.346,        0.0,     1931.8,        0.0,     58.874,      0.000,      86526,     154032,    552.116,    -14.181,       0.00,       0.00,     120.83,       0.00,   -440.738
-279,     239.24,      85966,     213.45,       0.00,     213.45,       4.79,      -0.00,       0.00,     239.24,      365.0,      365.0,     -0.000,      0.017,      1.346,        0.0,     1947.5,        0.0,     58.100,      0.000,      86986,     154292,    552.116,    -14.489,       0.00,       0.00,     120.83,       0.00,   -440.721
-278,     242.82,      86437,     218.24,       0.00,     218.24,       4.79,      -0.00,       0.00,     242.82,      364.1,      364.1,     -0.000,      0.017,      1.346,        0.0,     1963.2,        0.0,     57.310,      0.000,      87432,     154488,    552.116,    -14.798,       0.00,       0.00,     120.83,       0.00,   -440.704
-277,     246.39,      86895,     223.02,       0.00,     223.02,       4.78,      -0.00,       0.00,     246.39,      363.2,      363.2,     -0.000,      0.018,      1.347,        0.0,     1977.9,        0.0,     56.501,      0.000,      87863,     154613,    552.116,    -15.108,       0.00,       0.00,     120.83,       0.00,   -440.686
-276,     249.96,      87338,     227.78,       0.00,     227.78,       4.76,      -0.00,       0.00,     249.96,      362.4,      362.4,     -0.000,      0.018,      1.347,        0.0,     1991.3,        0.0,     55.679,      0.000,      88280,     154658,    552.116,    -15.419,       0.00,       0.00,     120.83,       0.00,   -440.668
-275,     253.51,      87765,     232.51,       0.00,     232.51,       4.74,      -0.00,       0.00,     253.51,      361.7,      361.7,     -0.000,      0.019,      1.347,        0.0,     2004.6,        0.0,     54.850,      0.000,      88681,     154615,    552.116,    -15.730,       0.00,       0.00,     120.83,       0.00,   -440.649
-274,     257.05,      88175,     237.23,       0.00,     237.23,       4.71,      -0.00,       0.00,     257.05,      360.9,      360.9,     -0.000,      0.019,      1.347,        0.0,     2017.5,        0.0,     54.017,      0.000,      89065,     154476,    552.116,    -16.042,       0.00,       0.00,     120.83,       0.00,   -440.630
-273,     260.58,      88570,     241.92,       0.00,     241.92,       4.69,      -0.00,       0.00,     260.58,      360.2,      360.2,     -0.000,      0.020,      1.347,        0.0,     2030.1,        0.0,     53.188,      0.000,      89434,     154236,    552.116,    -16.354,       0.00,       0.00,     120.83,       0.00,   -440.611
-272,     264.10,      88948,     246.58,       0.00,     246.58,       4.66,      -0.00,       0.00,     264.10,      359.5,      359.5,     -0.000,      0.020,      1.347,        0.0,     2042.7,        0.0,     52.372,      0.000,      89787,     153886,    552.116,    -16.666,       0.00,       0.00,     120.83,       0.00,   -440.591
-271,     267.61,      89312,     251.21,       0.00,     251.21,       4.63,      -0.00,       0.00,     267.61,      358.8,      358.8,     -0.000,      0.020,      1.347,        0.0,     2054.6,        0.0,     51.578,      0.000,      90127,     153422,    552.116,    -16.979,       0.00,       0.00,     120.83,       0.00,   -440.570
-270,     271.09,      89661,     255.81,       0.00,     255.81,       4.60,      -0.00,       0.00,     271.09,      358.2,      358.2,     -0.000,      0.021,      1.347,        0.0,     2066.3,        0.0,     50.819,      0.000,      90453,     152838,    552.116,    -17.291,       0.00,       0.00,     120.83,       0.00,   -440.549
-269,     274.57,      89997,     260.39,       0.00,     260.39,       4.58,      -0.00,       0.00,     274.57,      357.6,      357.6,     -0.000,      0.021,      1.347,        0.0,     2078.0,        0.0,     50.104,      0.000,      90769,     152132,    552.116,    -17.602,       0.00,       0.00,     120.83,       0.00,   -440.528
-268,     278.02,      90322,     264.95,       0.00,     264.95,       4.55,      -0.00,       0.00,     278.02,      357.0,      357.0,     -0.000,      0.022,      1.347,        0.0,     2087.4,        0.0,     49.453,      0.000,      91076,     151300,    552.116,    -17.914,       0.00,       0.00,     120.83,       0.00,   -440.506
-267,     281.46,      90638,     269.48,       0.00,     269.48,       4.54,      -0.00,       0.00,     281.46,      356.4,      356.4,     -0.000,      0.022,      1.348,        0.0,     2096.8,        0.0,     48.882,      0.000,      91375,     150342,    552.116,    -18.224,       0.00,       0.00,     120.83,       0.00,   -440.484
-266,     284.87,      90947,     274.01,       0.00,     274.01,       4.52,      -0.00,       0.00,     284.87,      355.8,      355.8,     -0.000,      0.023,      1.348,        0.0,     2106.0,        0.0,     48.402,      0.000,      91671,     149260,    552.116,    -18.534,       0.00,       0.00,     120.83,       0.00,   -440.461
-265,     288.27,      91252,     278.52,       0.00,     278.52,       4.52,      -0.00,       0.00,     288.27,      355.3,      355.3,     -0.000,      0.023,      1.348,        0.0,     2114.7,        0.0,     48.024,      0.000,      91966,     148056,    552.116,    -18.843,       0.00,       0.00,     120.83,       0.00,   -440.438
