CA, Vcyl, PCyl, mcyl, mb, mu, min, mout, Vb, Vu, Tb, Tu, Qb, Qu, Gamma, xb, IV A, EV A, IV V, EV V, IV P, EV P, WWork, PWork, CO, NO, CO2, HC, htLoss
-359,      67.93,     108789,      30.54,      30.57,      30.57,      -0.01,       0.02,       0.00,       0.00,      881.4,      881.4,     -0.056,     -0.056,      1.277,        1.0,        2.0,       17.5,     -0.324,      1.395,      99103,     107033,    705.263,     56.785,       0.00,       0.00,     120.83,       0.00,       -360
-358,      68.10,     107894,      30.53,      30.54,      30.54,      -0.01,       0.00,       0.00,       0.00,      876.7,      876.7,     -0.056,     -0.056,      1.277,        1.0,        3.1,       16.1,     -0.473,      0.300,      99154,     107854,    705.263,     56.759,       0.00,       0.00,     120.83,       0.00,       -360
-357,      68.40,     106888,      30.54,      30.53,      30.53,      -0.01,      -0.02,       0.00,       0.00,      871.7,      871.7,     -0.055,     -0.055,      1.277,        1.0,        4.3,       14.7,     -0.622,     -1.348,      99208,     108526,    705.263,     56.722,       0.00,       0.00,     120.83,       0.00,       -361
-356,      68.81,     105686,      30.56,      30.54,      30.54,      -0.01,      -0.03,       0.00,       0.00,      866.5,      866.5,     -0.054,     -0.054,      1.278,        1.0,        6.0,       13.3,     -0.778,     -1.814,      99267,     109474,    705.263,     56.672,       0.00,       0.00,     120.83,       0.00,       -361
-355,      69.33,     104287,      30.58,      30.56,      30.56,      -0.02,      -0.03,       0.00,       0.00,      861.1,      861.1,     -0.053,     -0.053,      1.278,        1.0,        7.6,       11.9,     -0.873,     -2.030,      99309,     110470,    705.263,     56.611,       0.00,       0.00,     120.83,       0.00,       -361
-354,      69.98,     102692,      30.60,      30.58,      30.58,      -0.02,      -0.03,       0.00,       0.00,      855.3,      855.3,     -0.052,     -0.052,      1.279,        1.0,       10.3,       10.4,     -0.965,     -2.090,      99350,     111487,    705.263,     56.539,       0.00,       0.00,     120.83,       0.00,       -361
-353,      70.74,     100928,      30.61,      30.60,      30.60,      -0.01,      -0.03,       0.00,       0.00,      849.1,      849.1,     -0.051,     -0.051,      1.280,        1.0,       13.0,        9.0,     -0.830,     -2.033,      99321,     112514,    705.263,     56.456,       0.00,       0.00,     120.83,       0.00,       -361
-352,      71.61,      99063,      30.65,      30.61,      30.61,      -0.00,      -0.03,       0.00,       0.00,      842.7,      842.7,     -0.050,     -0.050,      1.280,        1.0,       16.3,        7.7,      0.000,     -1.912,      98978,     113534,    705.263,     56.364,       0.00,       0.00,     120.83,       0.00,       -361
-351,      72.61,      97180,      30.71,      30.65,      30.65,       0.03,      -0.03,       0.00,       0.00,      836.1,      836.1,     -0.049,     -0.049,      1.281,        1.0,       19.7,        6.9,      1.623,     -1.828,      98552,     114518,    705.263,     56.262,       0.00,       0.00,     120.83,       0.00,       -361
-350,      73.71,      95244,      30.78,      30.71,      30.71,       0.05,      -0.03,       0.00,       0.00,      829.7,      829.7,     -0.048,     -0.048,      1.282,        1.0,       23.6,        6.0,      2.727,     -1.695,      98199,     115488,    705.263,     56.151,       0.00,       0.00,     120.83,       0.00,       -361
-349,      74.94,      93283,      30.88,      30.78,      30.78,       0.07,      -0.03,       0.00,       0.00,      823.2,      823.2,     -0.047,     -0.047,      1.282,        1.0,       29.5,        5.1,      4.096,     -1.508,      97707,     116444,    705.263,     56.032,       0.00,       0.00,     120.83,       0.00,       -361
-348,      76.27,      91314,      31.00,      30.88,      30.88,       0.10,      -0.02,       0.00,       0.00,      816.7,      816.7,     -0.046,     -0.046,      1.283,        1.0,       35.4,        4.2,      5.565,     -1.277,      97173,     117382,    705.263,     55.904,       0.00,       0.00,     120.83,       0.00,       -361
-347,      77.72,      89370,      31.15,      31.00,      31.00,       0.13,      -0.02,       0.00,       0.00,      810.3,      810.3,     -0.045,     -0.045,      1.284,        1.0,       43.2,        3.2,      7.387,     -1.019,      96517,     118298,    705.263,     55.770,       0.00,       0.00,     120.83,       0.00,       -362
-346,      79.28,      87465,      31.33,      31.15,      31.15,       0.17,      -0.01,       0.00,       0.00,      804.0,      804.0,     -0.044,     -0.044,      1.284,        1.0,       51.3,        2.3,      9.332,     -0.738,      95815,     119192,    705.263,     55.628,       0.00,       0.00,     120.83,       0.00,       -362
-345,      80.96,      85620,      31.55,      31.33,      31.33,       0.21,      -0.01,       0.00,       0.00,      797.8,      797.8,     -0.043,     -0.043,      1.285,        1.0,       60.9,        1.3,     11.551,     -0.439,      95012,     120061,    705.263,     55.480,       0.00,       0.00,     120.83,       0.00,       -362
-344,      82.74,      83873,      31.82,      31.55,      31.55,       0.26,      -0.01,       0.00,       0.00,      791.7,      791.7,     -0.042,     -0.042,      1.286,        1.0,       71.7,        1.1,     13.997,     -0.382,      94126,     120837,    705.263,     55.326,       0.00,       0.00,     120.83,       0.00,       -362
-343,      84.63,      82228,      32.15,      31.82,      31.82,       0.32,      -0.01,       0.00,       0.00,      785.7,      785.7,     -0.041,     -0.041,      1.286,        1.0,       82.9,        1.1,     16.487,     -0.387,      93214,     121568,    705.263,     55.166,       0.00,       0.00,     120.83,       0.00,       -362
-342,      86.64,      80693,      32.54,      32.15,      32.15,       0.38,      -0.01,       0.00,       0.00,      779.8,      779.8,     -0.041,     -0.041,      1.287,        1.0,       95.9,        0.9,     19.206,     -0.325,      92218,     122289,    705.263,     55.000,       0.00,       0.00,     120.83,       0.00,       -362
-341,      88.75,      79251,      32.99,      32.54,      32.54,       0.45,      -0.00,       0.00,       0.00,      773.8,      773.8,     -0.040,     -0.040,      1.288,        1.0,      108.9,        0.5,     21.833,     -0.163,      91243,     123010,    705.263,     54.828,       0.00,       0.00,     120.83,       0.00,       -362
-340,      90.97,      77910,      33.52,      32.99,      32.99,       0.53,      -0.00,       0.00,      90.97,      767.7,      767.7,     -0.000,     -0.039,      1.289,        1.0,      123.7,        0.0,     24.683,      0.000,      90194,     123681,    705.263,     54.651,       0.00,       0.00,     120.83,       0.00,       -362
-339,      93.29,      76672,      34.13,      33.52,      33.52,       0.61,      -0.00,       0.00,      93.29,      761.3,      761.3,     -0.000,     -0.039,      1.289,        1.0,      138.9,        0.0,     27.451,      0.000,      89171,     124320,    705.263,     54.469,       0.00,       0.00,     120.83,       0.00,       -362
-338,      95.72,      75535,      34.83,      34.13,      34.13,       0.70,      -0.00,       0.00,      95.72,      754.6,      754.6,     -0.000,     -0.038,      1.290,        1.0,      155.2,        0.0,     30.285,      0.000,      88127,     124930,    705.263,     54.281,       0.00,       0.00,     120.83,       0.00,       -362
-337,      98.26,      74493,      35.62,      34.83,      34.83,       0.79,      -0.00,       0.00,      98.26,      747.4,      747.4,     -0.000,     -0.037,      1.291,        1.0,      172.5,        0.0,     33.128,      0.000,      87084,     125514,    705.263,     54.089,       0.00,       0.00,     120.83,       0.00,       -362
-336,     100.89,      73535,      36.51,      35.62,      35.62,       0.89,      -0.00,       0.00,     100.89,      739.7,      739.7,     -0.000,     -0.037,      1.292,        1.0,      190.1,        0.0,     35.874,      0.000,      86076,     126073,    705.263,     53.891,       0.00,       0.00,     120.83,       0.00,       -362
-335,     103.63,      72656,      37.51,      36.51,      36.51,       1.00,      -0.00,       0.00,     103.63,      731.4,      731.4,     -0.000,     -0.036,      1.293,        1.0,      208.4,        0.0,     38.639,      0.000,      85068,     126609,    705.263,     53.688,       0.00,       0.00,     120.83,       0.00,       -362
-334,     106.47,      71847,      38.62,      37.51,      37.51,       1.11,      -0.00,       0.00,     106.47,      722.5,      722.5,     -0.000,     -0.035,      1.294,        1.0,      226.8,        0.0,     41.286,      0.000,      84105,     127123,    705.263,     53.481,       0.00,       0.00,     120.83,       0.00,       -362
-333,     109.41,      71104,      39.83,      38.62,      38.62,       1.22,      -0.00,       0.00,     109.41,      713.0,      713.0,     -0.000,     -0.034,      1.295,        1.0,      246.2,        0.0,     43.978,      0.000,      83138,     127615,    705.263,     53.269,       0.00,       0.00,     120.83,       0.00,       -362
-332,     112.44,      70420,      41.17,      39.83,      39.83,       1.33,      -0.00,       0.00,     112.44,      702.9,      702.9,     -0.000,     -0.034,      1.296,        1.0,      265.6,        0.0,     46.587,      0.000,      82208,     128085,    705.263,     53.052,       0.00,       0.00,     120.83,       0.00,       -362
-331,     115.57,      69790,      42.62,      41.17,      41.17,       1.45,      -0.00,       0.00,     115.57,      692.3,      692.3,     -0.000,     -0.033,      1.297,        1.0,      285.4,        0.0,     49.160,      0.000,      81299,     128535,    705.263,     52.830,       0.00,       0.00,     120.83,       0.00,       -362
-330,     118.79,      69207,      44.18,      42.62,      42.62,       1.57,      -0.00,       0.00,     118.79,      681.3,      681.3,     -0.000,     -0.032,      1.299,        1.0,      305.4,        0.0,     51.674,      0.000,      80418,     128964,    705.263,     52.604,       0.00,       0.00,     120.83,       0.00,       -362
-329,     122.11,      68664,      45.86,      44.18,      44.18,       1.68,      -0.00,       0.00,     122.11,      669.8,      669.8,     -0.000,     -0.031,      1.300,        1.0,      324.7,        0.0,     54.029,      0.000,      79596,     129374,    705.263,     52.373,       0.00,       0.00,     120.83,       0.00,       -363
-328,     125.51,      68151,      47.65,      45.86,      45.86,       1.79,      -0.00,       0.00,     125.51,      658.1,      658.1,     -0.000,     -0.030,      1.302,        1.0,      342.4,        0.0,     56.135,      0.000,      78859,     129763,    705.263,     52.138,       0.00,       0.00,     120.83,       0.00,       -363
-327,     129.01,      67665,      49.55,      47.65,      47.65,       1.90,      -0.00,       0.00,     129.01,      646.3,      646.3,     -0.000,     -0.028,      1.303,        1.0,      360.1,        0.0,     58.215,      0.000,      78139,     130133,    705.263,     51.898,       0.00,       0.00,     120.83,       0.00,       -363
-326,     132.59,      67209,      51.56,      49.55,      49.55,       2.01,      -0.00,       0.00,     132.59,      634.3,      634.3,     -0.000,     -0.027,      1.305,        1.0,      379.5,        0.0,     60.398,      0.000,      77400,     130483,    705.263,     51.655,       0.00,       0.00,     120.83,       0.00,       -363
-325,     136.26,      66782,      53.68,      51.56,      51.56,       2.12,      -0.00,       0.00,     136.26,      622.4,      622.4,     -0.000,     -0.026,      1.306,        1.0,      399.5,        0.0,     62.596,      0.000,      76664,     130815,    705.263,     51.407,       0.00,       0.00,     120.83,       0.00,       -363
-324,     140.01,      66380,      55.90,      53.68,      53.68,       2.22,      -0.00,       0.00,     140.01,      610.5,      610.5,     -0.000,     -0.025,      1.308,        1.0,      419.5,        0.0,     64.754,      0.000,      75945,     131129,    705.263,     51.155,       0.00,       0.00,     120.83,       0.00,       -363
-323,     143.85,      66003,      58.23,      55.90,      55.90,       2.33,      -0.00,       0.00,     143.85,      598.9,      598.9,     -0.000,     -0.024,      1.310,        1.0,      439.5,        0.0,     66.883,      0.000,      75244,     131424,    705.263,     50.899,       0.00,       0.00,     120.83,       0.00,       -363
-322,     147.77,      65648,      60.65,      58.23,      58.23,       2.43,      -0.00,       0.00,     147.77,      587.4,      587.4,     -0.000,     -0.022,      1.311,        1.0,      459.4,        0.0,     68.977,      0.000,      74560,     131702,    705.263,     50.639,       0.00,       0.00,     120.83,       0.00,       -363
-321,     151.76,      65312,      63.18,      60.65,      60.65,       2.52,      -0.00,       0.00,     151.76,      576.2,      576.2,     -0.000,     -0.021,      1.313,        1.0,      478.8,        0.0,     70.996,      0.000,      73905,     131964,    705.263,     50.376,       0.00,       0.00,     120.83,       0.00,       -363
-320,     155.84,      64994,      65.79,      63.18,      63.18,       2.62,      -0.00,       0.00,     155.84,      565.3,      565.3,     -0.000,     -0.020,      1.315,        1.0,      498.3,        0.0,     72.994,      0.000,      73262,     132209,    705.263,     50.109,       0.00,       0.00,     120.83,       0.00,       -363
-319,     159.98,      64694,      68.50,      65.79,      65.79,       2.71,      -0.00,       0.00,     159.98,      554.7,      554.7,     -0.000,     -0.019,      1.316,        1.0,      517.7,        0.0,     74.970,      0.000,      72631,     132439,    705.263,     49.838,       0.00,       0.00,     120.83,       0.00,       -363
-318,     164.20,      64411,      71.29,      68.50,      68.50,       2.79,      -0.00,       0.00,     164.20,      544.5,      544.5,     -0.000,     -0.018,      1.318,        1.0,      537.2,        0.0,     76.923,      0.000,      72012,     132653,    705.263,     49.564,       0.00,       0.00,     120.83,       0.00,       -363
-317,     168.49,      64132,      74.15,      71.29,      71.29,       2.86,      -0.00,       0.00,     168.49,      534.7,      534.7,     -0.000,     -0.016,      1.319,        1.0,      556.4,        0.0,     78.251,      0.000,      71581,     132853,    705.263,     49.286,       0.00,       0.00,     120.83,       0.00,       -363
-316,     172.85,      63856,      77.07,      74.15,      74.15,       2.92,      -0.00,       0.00,     172.85,      525.3,      525.3,     -0.000,     -0.015,      1.321,        1.0,      575.3,        0.0,     79.473,      0.000,      71183,     133038,    705.263,     49.006,       0.00,       0.00,     120.83,       0.00,       -363
-315,     177.28,      63585,      80.05,      77.07,      77.07,       2.98,      -0.00,       0.00,     177.28,      516.3,      516.3,     -0.000,     -0.014,      1.322,        1.0,      594.2,        0.0,     80.667,      0.000,      70796,     133208,    705.263,     48.722,       0.00,       0.00,     120.83,       0.00,       -363
-314,     181.77,      63318,      83.08,      80.05,      80.05,       3.03,      -0.00,       0.00,     181.77,      507.8,      507.8,     -0.000,     -0.013,      1.324,        1.0,      613.1,        0.0,     81.831,      0.000,      70419,     133363,    705.263,     48.436,       0.00,       0.00,     120.83,       0.00,       -363
-313,     186.33,      63056,      86.15,      83.08,      83.08,       3.08,      -0.00,       0.00,     186.33,      499.6,      499.6,     -0.000,     -0.012,      1.325,        1.0,      632.0,        0.0,     82.963,      0.000,      70053,     133504,    705.263,     48.147,       0.00,       0.00,     120.83,       0.00,       -363
-312,     190.94,      62798,      89.28,      86.15,      86.15,       3.12,      -0.00,       0.00,     190.94,      491.9,      491.9,     -0.000,     -0.010,      1.326,        1.0,      650.5,        0.0,     84.047,      0.000,      69705,     133629,    705.263,     47.855,       0.00,       0.00,     120.83,       0.00,       -363
-311,     195.62,      62546,      92.45,      89.28,      89.28,       3.17,      -0.00,       0.00,     195.62,      484.5,      484.5,     -0.000,     -0.009,      1.327,        1.0,      668.9,        0.0,     85.105,      0.000,      69373,     133739,    705.263,     47.561,       0.00,       0.00,     120.83,       0.00,       -363
-310,     200.35,      62300,      95.66,      92.45,      92.45,       3.21,      -0.00,       0.00,     200.35,      477.5,      477.5,     -0.000,     -0.008,      1.328,        1.0,      687.0,        0.0,     86.138,      0.000,      69061,     133831,    705.263,     47.264,       0.00,       0.00,     120.83,       0.00,       -363
-309,     205.13,      62060,      98.90,      95.66,      95.66,       3.25,      -0.00,       0.00,     205.13,      470.9,      470.9,     -0.000,     -0.007,      1.329,        1.0,      704.8,        0.0,     87.156,      0.000,      68771,     133905,    705.263,     46.966,       0.00,       0.00,     120.83,       0.00,       -363
-308,     209.97,      61831,     102.20,      98.90,      98.90,       3.29,      -0.00,       0.00,     209.97,      464.6,      464.6,     -0.000,     -0.006,      1.330,        1.0,      722.5,        0.0,     88.369,      0.000,      68451,     133960,    705.263,     46.665,       0.00,       0.00,     120.83,       0.00,       -363
-307,     214.86,      61615,     105.54,     102.20,     102.20,       3.34,      -0.00,       0.00,     214.86,      458.6,      458.6,     -0.000,     -0.005,      1.331,        1.0,      739.8,        0.0,     89.820,      0.000,      68095,     133994,    705.263,     46.362,       0.00,       0.00,     120.83,       0.00,       -363
-306,     219.79,      61416,     108.94,     105.54,     105.54,       3.40,      -0.00,       0.00,     219.79,      452.8,      452.8,     -0.000,     -0.004,      1.332,        1.0,      757.1,        0.0,     91.324,      0.000,      67768,     134007,    705.263,     46.058,       0.00,       0.00,     120.83,       0.00,       -363
-305,     224.77,      61233,     112.39,     108.94,     108.94,       3.45,      -0.00,       0.00,     224.77,      447.4,      447.4,     -0.000,     -0.003,      1.333,        1.0,      772.7,        0.0,     92.794,      0.000,      67501,     133996,    705.263,     45.752,       0.00,       0.00,     120.83,       0.00,       -363
-304,     229.80,      61068,     115.89,     112.39,     112.39,       3.50,      -0.00,       0.00,     229.80,      442.3,      442.3,     -0.000,     -0.002,      1.334,        1.0,      787.9,        0.0,     94.330,      0.000,      67273,     133959,    705.263,     45.443,       0.00,       0.00,     120.83,       0.00,       -363
-303,     234.86,      60923,     119.45,     115.89,     115.89,       3.56,      -0.00,       0.00,     234.86,      437.4,      437.4,     -0.000,     -0.001,      1.335,        1.0,      803.4,        0.0,     95.977,      0.000,      67080,     133896,    705.263,     45.134,       0.00,       0.00,     120.83,       0.00,       -363
-302,     239.97,      60801,     123.08,     119.45,     119.45,       3.63,      -0.00,       0.00,     239.97,      432.7,      432.7,     -0.000,     -0.000,      1.336,        1.0,      819.6,        0.0,     97.762,      0.000,      66918,     133804,    705.263,     44.822,       0.00,       0.00,     120.83,       0.00,       -363
-301,     245.11,      60704,     126.77,     123.08,     123.08,       3.70,      -0.00,       0.00,     245.11,      428.3,      428.3,     -0.000,      0.001,      1.336,        1.0,      835.8,        0.0,     99.647,      0.000,      66801,     133681,    705.263,     44.509,       0.00,       0.00,     120.83,       0.00,       -363
-300,     250.28,      60634,     130.54,     126.77,     126.77,       3.77,      -0.00,       0.00,     250.28,      424.1,      424.1,     -0.000,      0.002,      1.337,        1.0,      851.5,        0.0,    101.601,      0.000,      66740,     133527,    705.263,     44.194,       0.00,       0.00,     120.83,       0.00,       -363
-299,     255.49,      60591,     134.39,     130.54,     130.54,       3.85,      -0.00,       0.00,     255.49,      420.1,      420.1,     -0.000,      0.002,      1.338,        1.0,      867.2,        0.0,    103.642,      0.000,      66725,     133340,    705.263,     43.878,       0.00,       0.00,     120.83,       0.00,       -363
-298,     260.73,      60578,     138.32,     134.39,     134.39,       3.93,      -0.00,       0.00,     260.73,      416.4,      416.4,     -0.000,      0.003,      1.338,        1.0,      882.5,        0.0,    105.751,      0.000,      66767,     133119,    705.263,     43.560,       0.00,       0.00,     120.83,       0.00,       -363
-297,     266.00,      60597,     142.34,     138.32,     138.32,       4.02,      -0.00,       0.00,     266.00,      412.8,      412.8,     -0.000,      0.004,      1.339,        1.0,      897.6,        0.0,    108.171,      0.000,      66789,     132862,    705.263,     43.240,       0.00,       0.00,     120.83,       0.00,       -363
-296,     271.29,      60652,     146.47,     142.34,     142.34,       4.13,      -0.00,       0.00,     271.29,      409.4,      409.4,     -0.000,      0.005,      1.339,        1.0,      912.4,        0.0,    110.885,      0.000,      66790,     132570,    705.263,     42.918,       0.00,       0.00,     120.83,       0.00,       -363
-295,     276.60,      60743,     150.70,     146.47,     146.47,       4.23,      -0.00,       0.00,     276.60,      406.2,      406.2,     -0.000,      0.006,      1.340,        1.0,      926.4,        0.0,    113.606,      0.000,      66843,     132242,    705.263,     42.595,       0.00,       0.00,     120.83,       0.00,       -363
-294,     281.94,      60869,     155.04,     150.70,     150.70,       4.34,      -0.00,       0.00,     281.94,      403.2,      403.2,     -0.000,      0.007,      1.340,        1.0,      940.5,        0.0,    116.384,      0.000,      66923,     131877,    705.263,     42.269,       0.00,       0.00,     120.83,       0.00,       -363
-293,     287.29,      61031,     159.49,     155.04,     155.04,       4.45,      -0.00,       0.00,     287.29,      400.4,      400.4,     -0.000,      0.007,      1.341,        1.0,      954.5,        0.0,    119.198,      0.000,      67026,     131477,    705.263,     41.942,       0.00,       0.00,     120.83,       0.00,       -363
-292,     292.66,      61227,     164.05,     159.49,     159.49,       4.56,      -0.00,       0.00,     292.66,      397.7,      397.7,     -0.000,      0.008,      1.341,        1.0,      968.6,        0.0,    122.031,      0.000,      67146,     131041,    705.263,     41.612,       0.00,       0.00,     120.83,       0.00,       -363
-291,     298.05,      61456,     168.73,     164.05,     164.05,       4.67,      -0.00,       0.00,     298.05,      395.2,      395.2,     -0.000,      0.009,      1.341,        1.0,      981.8,        0.0,    124.785,      0.000,      67299,     130571,    705.263,     41.281,       0.00,       0.00,     120.83,       0.00,       -363
-290,     303.45,      61717,     173.51,     168.73,     168.73,       4.78,      -0.00,       0.00,     303.45,      392.8,      392.8,     -0.000,      0.010,      1.342,        1.0,      994.8,        0.0,    127.486,      0.000,      67469,     130067,    705.263,     40.948,       0.00,       0.00,     120.83,       0.00,       -363
-289,     308.86,      62008,     178.40,     173.51,     173.51,       4.89,      -0.00,       0.00,     308.86,      390.6,      390.6,     -0.000,      0.010,      1.342,        1.0,     1007.6,        0.0,    130.132,      0.000,      67648,     129532,    705.263,     40.612,       0.00,       0.00,     120.83,       0.00,       -363
-288,     314.27,      62328,     183.40,     178.40,     178.40,       5.00,      -0.00,       0.00,     314.27,      388.5,      388.5,     -0.000,      0.011,      1.343,        1.0,     1020.0,        0.0,    132.695,      0.000,      67836,     128968,    705.263,     40.274,       0.00,       0.00,     120.83,       0.00,       -363
-287,     319.70,      62681,     188.52,     183.40,     183.40,       5.12,      -0.00,       0.00,     319.70,      386.6,      386.6,     -0.000,      0.012,      1.343,        1.0,     1032.4,        0.0,    134.478,      0.000,      68230,     128375,    705.263,     39.934,       0.00,       0.00,     120.83,       0.00,       -363
-286,     325.12,      63070,     193.77,     188.52,     188.52,       5.25,      -0.00,       0.00,     325.12,      384.8,      384.8,     -0.000,      0.012,      1.343,        1.0,     1044.3,        0.0,    135.470,      0.000,      68831,     127758,    705.263,     39.592,       0.00,       0.00,     120.83,       0.00,       -363
-285,     330.55,      63493,     199.15,     193.77,     193.77,       5.38,      -0.00,       0.00,     330.55,      383.1,      383.1,     -0.000,      0.013,      1.343,        1.0,     1056.2,        0.0,    136.325,      0.000,      69447,     127117,    705.263,     39.247,       0.00,       0.00,     120.83,       0.00,       -363
-284,     335.98,      63947,     204.64,     199.15,     199.15,       5.50,      -0.00,       0.00,     335.98,      381.6,      381.6,     -0.000,      0.014,      1.344,        1.0,     1067.2,        0.0,    137.050,      0.000,      70075,     126456,    705.263,     38.900,       0.00,       0.00,     120.83,       0.00,       -363
-283,     341.41,      64429,     210.25,     204.64,     204.64,       5.61,      -0.00,       0.00,     341.41,      380.2,      380.2,     -0.000,      0.014,      1.344,        1.0,     1078.0,        0.0,    137.656,      0.000,      70710,     125777,    705.263,     38.550,       0.00,       0.00,     120.83,       0.00,       -363
-282,     346.83,      64937,     215.98,     210.25,     210.25,       5.73,      -0.00,       0.00,     346.83,      378.9,      378.9,     -0.000,      0.015,      1.344,        1.0,     1088.2,        0.0,    138.385,      0.000,      71276,     125084,    705.263,     38.198,       0.00,       0.00,     120.83,       0.00,       -363
-281,     352.25,      65470,     221.82,     215.98,     215.98,       5.83,      -0.00,       0.00,     352.25,      377.7,      377.7,     -0.000,      0.016,      1.344,        1.0,     1097.6,        0.0,    138.995,      0.000,      71852,     124379,    705.263,     37.844,       0.00,       0.00,     120.83,       0.00,       -363
-280,     357.65,      66025,     227.75,     221.82,     221.82,       5.94,      -0.00,       0.00,     357.65,      376.6,      376.6,     -0.000,      0.016,      1.344,        1.0,     1106.9,        0.0,    139.508,      0.000,      72429,     123667,    705.263,     37.487,       0.00,       0.00,     120.83,       0.00,       -363
-279,     363.05,      66601,     233.80,     227.75,     227.75,       6.04,      -0.00,       0.00,     363.05,      375.6,      375.6,     -0.000,      0.017,      1.345,        1.0,     1116.6,        0.0,    139.933,      0.000,      73005,     122949,    705.263,     37.128,       0.00,       0.00,     120.83,       0.00,       -363
-278,     368.44,      67198,     239.94,     233.80,     233.80,       6.14,      -0.00,       0.00,     368.44,      374.7,      374.7,     -0.000,      0.018,      1.345,        1.0,     1126.3,        0.0,    140.265,      0.000,      73583,     122228,    705.263,     36.767,       0.00,       0.00,     120.83,       0.00,       -363
-277,     373.81,      67812,     246.18,     239.94,     239.94,       6.24,      -0.00,       0.00,     373.81,      373.9,      373.9,     -0.000,      0.018,      1.345,        1.0,     1135.4,        0.0,    140.498,      0.000,      74169,     121508,    705.263,     36.403,       0.00,       0.00,     120.83,       0.00,       -363
-276,     379.17,      68442,     252.50,     246.18,     246.18,       6.33,      -0.00,       0.00,     379.17,      373.2,      373.2,     -0.000,      0.019,      1.345,        1.0,     1144.1,        0.0,    140.628,      0.000,      74759,     120791,    705.263,     36.037,       0.00,       0.00,     120.83,       0.00,       -363
-275,     384.51,      69087,     258.91,     252.50,     252.50,       6.41,      -0.00,       0.00,     384.51,      372.5,      372.5,     -0.000,      0.019,      1.345,        1.0,     1152.6,        0.0,    140.673,      0.000,      75352,     120079,    705.263,     35.669,       0.00,       0.00,     120.83,       0.00,       -363
-274,     389.83,      69744,     265.40,     258.91,     258.91,       6.49,      -0.00,       0.00,     389.83,      371.9,      371.9,     -0.000,      0.020,      1.345,        1.0,     1160.7,        0.0,    140.631,      0.000,      75950,     119375,    705.263,     35.298,       0.00,       0.00,     120.83,       0.00,       -363
-273,     395.12,      70413,     271.97,     265.40,     265.40,       6.57,      -0.00,       0.00,     395.12,      371.4,      371.4,     -0.000,      0.020,      1.345,        1.0,     1168.8,        0.0,    140.516,      0.000,      76550,     118680,    705.263,     34.926,       0.00,       0.00,     120.83,       0.00,       -363
-272,     400.40,      71091,     278.60,     271.97,     271.97,       6.63,      -0.00,       0.00,     400.40,      370.9,      370.9,     -0.000,      0.021,      1.345,        1.0,     1175.9,        0.0,    140.310,      0.000,      77158,     117996,    705.263,     34.552,       0.00,       0.00,     120.83,       0.00,       -363
-271,     405.65,      71777,     285.30,     278.60,     278.60,       6.70,      -0.00,       0.00,     405.65,      370.5,      370.5,     -0.000,      0.022,      1.345,        1.0,     1182.9,        0.0,    140.039,      0.000,      77768,     117325,    705.263,     34.176,       0.00,       0.00,     120.83,       0.00,       -363
-270,     410.88,      72471,     292.05,     285.30,     285.30,       6.75,      -0.00,       0.00,     410.88,      370.1,      370.1,     -0.000,      0.022,      1.346,        1.0,     1189.6,        0.0,    139.699,      0.000,      78381,     116669,    705.263,     33.798,       0.00,       0.00,     120.83,       0.00,       -363
-269,     416.07,      73171,     298.86,     292.05,     292.05,       6.81,      -0.00,       0.00,     416.07,      369.8,      369.8,     -0.000,      0.023,      1.346,        1.0,     1196.1,        0.0,    139.298,      0.000,      78996,     116027,    705.263,     33.419,       0.00,       0.00,     120.83,       0.00,       -362
-268,     421.24,      73877,     305.72,     298.86,     298.86,       6.86,      -0.00,       0.00,     421.24,      369.5,      369.5,     -0.000,      0.023,      1.346,        1.0,     1202.3,        0.0,    138.837,      0.000,      79614,     115401,    705.263,     33.038,       0.00,       0.00,     120.83,       0.00,       -362
-267,     426.38,      74586,     312.62,     305.72,     305.72,       6.90,      -0.00,       0.00,     426.38,      369.2,      369.2,     -0.000,      0.024,      1.346,        1.0,     1207.7,        0.0,    138.312,      0.000,      80236,     114793,    705.263,     32.656,       0.00,       0.00,     120.83,       0.00,       -362
-266,     431.49,      75298,     319.56,     312.62,     312.62,       6.94,      -0.00,       0.00,     431.49,      369.0,      369.0,     -0.000,      0.024,      1.346,        1.0,     1213.1,        0.0,    137.740,      0.000,      80858,     114202,    705.263,     32.273,       0.00,       0.00,     120.83,       0.00,       -362
-265,     436.56,      76013,     326.53,     319.56,     319.56,       6.97,      -0.00,       0.00,     436.56,      368.9,      368.9,     -0.000,      0.025,      1.346,        1.0,     1218.0,        0.0,    137.116,      0.000,      81482,     113629,    705.263,     31.889,       0.00,       0.00,     120.83,       0.00,       -362
-264,     441.59,      76729,     333.53,     326.53,     326.53,       7.00,      -0.00,       0.00,     441.59,      368.7,      368.7,     -0.000,      0.025,      1.346,        1.0,     1222.9,        0.0,    136.451,      0.000,      82106,     113074,    705.263,     31.504,       0.00,       0.00,     120.83,       0.00,       -362
-263,     446.59,      77446,     340.56,     333.53,     333.53,       7.03,      -0.00,       0.00,     446.59,      368.6,      368.6,     -0.000,      0.026,      1.346,        1.0,     1227.4,        0.0,    135.743,      0.000,      82730,     112538,    705.263,     31.118,       0.00,       0.00,     120.83,       0.00,       -362
